Linux 3.10.0-1062.12.1.el7.x86_64 (ip-10-0-1-155.ap-south-1.compute.internal) 	10/18/2021 	_x86_64_	(2 CPU)

05:50:22 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:55:47 PM     all      2.38      0.00      2.59      0.00      2.17     92.86
05:55:52 PM     all      2.28      0.00      2.28      0.00      1.87     93.58
05:55:57 PM     all      2.58      0.00      2.27      0.00      2.27     92.89
05:56:02 PM     all      2.08      0.00      2.29      0.00      2.50     93.13
05:56:07 PM     all      1.76      0.00      2.28      0.00      2.90     93.06
05:56:12 PM     all      1.86      0.00      2.27      0.00      3.10     92.77
05:56:17 PM     all      1.97      0.00      2.28      0.00      2.18     93.56
05:56:22 PM     all      2.07      0.00      2.49      0.00      2.49     92.95
05:56:27 PM     all      2.27      0.00      2.37      0.00      2.78     92.58
05:56:32 PM     all      2.28      0.00      2.28      0.00      2.18     93.26
05:56:37 PM     all      1.77      0.00      2.29      0.00      2.29     93.64
05:56:42 PM     all      2.38      0.00      2.38      0.00      2.17     93.08
05:56:47 PM     all      2.38      0.00      2.38      0.00      2.07     93.17
05:56:52 PM     all      1.86      0.00      2.48      0.00      2.69     92.97
05:56:57 PM     all      2.18      0.00      2.39      0.00      1.87     93.56
05:57:02 PM     all      2.08      0.00      2.49      0.00      3.95     91.48
05:57:07 PM     all      4.53      0.00      3.89      0.11      4.11     87.37
05:57:12 PM     all     12.07      0.00     11.17      0.00      1.12     75.64
05:57:17 PM     all     10.82      0.00      9.68      0.00      2.96     76.54
05:57:22 PM     all     11.95      0.00     10.69      0.00      1.37     76.00
05:57:27 PM     all     12.41      0.00     11.50      0.00      1.37     74.72
05:57:32 PM     all     11.93      0.00     11.24      0.00      1.38     75.46
05:57:37 PM     all     11.26      0.00     10.13      0.00      1.37     77.25
05:57:42 PM     all     13.22      0.00     11.98      0.00      1.24     73.56
05:57:47 PM     all     13.44      0.00     11.16      0.00      1.25     74.15
05:57:52 PM     all     12.57      0.00     10.97      0.00      1.37     75.09
05:57:57 PM     all     11.64      0.00     10.39      0.00      1.26     76.71
05:58:02 PM     all     11.70      0.00     11.02      0.00      1.36     75.91
05:58:07 PM     all     11.97      0.00     10.03      0.00      1.48     76.51
05:58:12 PM     all     11.21      0.00     11.67      0.00      1.26     75.86
05:58:17 PM     all     12.49      0.00     10.42      0.00      1.26     75.83
05:58:22 PM     all     11.96      0.00     11.16      0.00      1.48     75.40
05:58:27 PM     all     11.74      0.00     10.59      0.00      1.27     76.41
05:58:32 PM     all     11.77      0.00     11.20      0.00      1.37     75.66
05:58:37 PM     all     12.20      0.00     10.95      0.00      1.37     75.48
05:58:42 PM     all     11.37      0.00     11.60      0.00      1.38     75.66
05:58:47 PM     all     11.45      0.00     11.34      0.00      1.37     75.83
05:58:52 PM     all     11.33      0.00     11.21      0.00      1.37     76.09
05:58:57 PM     all     11.43      0.00     11.09      0.00      1.37     76.11
05:59:02 PM     all     11.56      0.00     11.56      0.00      1.37     75.51
05:59:07 PM     all     12.06      0.00     10.81      0.00      1.37     75.77
05:59:12 PM     all     11.45      0.00     11.45      0.00      1.26     75.83
05:59:17 PM     all     12.02      0.00     11.22      0.00      1.47     75.28
05:59:22 PM     all     12.19      0.00     10.82      0.00      1.37     75.63
05:59:27 PM     all     11.97      0.00     10.60      0.00      1.37     76.05
05:59:32 PM     all     12.20      0.00     11.06      0.00      1.37     75.37
05:59:37 PM     all     12.39      0.00     11.14      0.00      1.36     75.11
05:59:42 PM     all     12.16      0.00     11.02      0.00      1.36     75.45
05:59:47 PM     all     12.34      0.00     10.76      0.00      1.36     75.54
05:59:52 PM     all     11.31      0.00     11.09      0.00      1.37     76.23
05:59:57 PM     all     11.52      0.00     11.06      0.00      1.37     76.05
06:00:02 PM     all     12.47      0.00     11.56      0.00      1.36     74.60
06:00:07 PM     all     11.97      0.00     10.95      0.00      1.48     75.60
06:00:12 PM     all     12.51      0.00     11.49      0.00      1.25     74.74
06:00:17 PM     all     12.37      0.00     11.57      0.00      1.60     74.46
06:00:22 PM     all     12.05      0.00     11.25      0.00      1.59     75.11
06:00:27 PM     all     11.53      0.00     11.42      0.00      1.37     75.68
06:00:32 PM     all     12.47      0.00     10.87      0.00      1.37     75.29
06:00:37 PM     all     12.81      0.00     11.34      0.00      1.25     74.60
06:00:42 PM     all     12.96      0.00     11.12      0.00      1.38     74.54
06:00:47 PM     all     12.41      0.00     10.93      0.00      1.25     75.40
06:00:52 PM     all     12.95      0.00     11.25      0.00      1.25     74.55
06:00:57 PM     all     12.27      0.00     11.59      0.00      1.48     74.66
06:01:02 PM     all     13.04      0.00     11.56      0.00      1.36     74.04
06:01:07 PM     all     12.05      0.00     11.14      0.00      1.48     75.34
06:01:12 PM     all     12.30      0.00     11.39      0.00      1.37     74.94
06:01:17 PM     all     12.75      0.00     11.63      0.00      1.35     74.27
06:01:22 PM     all     12.41      0.00     11.16      0.00      1.37     75.06
06:01:27 PM     all     11.39      0.00     10.36      0.00      2.99     75.26
06:01:32 PM     all     12.96      0.00     11.01      0.00      1.26     74.77
06:01:37 PM     all     11.52      0.00     11.06      0.00      1.48     75.94
06:01:42 PM     all     12.39      0.00     10.32      0.00      1.26     76.03
06:01:47 PM     all     12.26      0.00     11.80      0.00      1.48     74.46
06:01:52 PM     all     12.16      0.00     11.02      0.00      1.36     75.45
06:01:57 PM     all     12.54      0.00     11.07      0.00      1.36     75.03
06:02:02 PM     all     12.61      0.00     10.68      0.00      1.25     75.45
06:02:07 PM     all     11.90      0.00     11.00      0.00      1.36     75.74
06:02:12 PM     all     12.41      0.00     10.82      0.00      1.48     75.28
06:02:17 PM     all     11.96      0.00     10.71      0.00      1.37     75.97
06:02:22 PM     all     12.88      0.00     10.60      0.00      1.25     75.26
06:02:27 PM     all     13.42      0.00     10.81      0.00      1.25     74.52
06:02:32 PM     all     12.47      0.00     10.66      0.00      1.36     75.51
06:02:37 PM     all     12.64      0.00     10.93      0.00      1.25     75.17
06:02:42 PM     all     11.90      0.00     10.18      0.00      2.06     75.86
06:02:47 PM     all     10.99      0.00     11.33      0.00      1.47     76.22
06:02:52 PM     all     10.90      0.00     11.01      0.00      1.36     76.73
06:02:57 PM     all     10.73      0.00     11.07      0.00      1.47     76.72
06:03:02 PM     all     11.27      0.00     11.16      0.00      1.35     76.21
06:03:07 PM     all     10.32      0.00     11.22      0.00      1.25     77.21
06:03:12 PM     all     11.04      0.00     10.35      0.00      1.37     77.25
06:03:17 PM     all     10.73      0.00     10.40      0.00      1.47     77.40
06:03:22 PM     all     10.96      0.00     10.51      0.00      1.36     77.18
06:03:27 PM     all     10.45      0.00     11.12      0.00      1.46     76.97
06:03:32 PM     all     10.90      0.00     10.90      0.00      1.46     76.74
06:03:37 PM     all     24.08      0.00      8.25      0.11      1.56     66.00
06:03:42 PM     all     42.35      0.00     10.02      0.11      1.08     46.44
06:03:47 PM     all     73.24      0.00     14.52      0.10      0.31     11.83
06:03:52 PM     all     75.05      0.00     13.93      0.00      0.31     10.71
06:03:57 PM     all     66.91      0.00     14.00      0.00      0.62     18.46
06:04:02 PM     all     74.46      0.00     15.10      0.10      0.21     10.13
06:04:07 PM     all     75.13      0.00     14.51      0.00      0.21     10.16
06:04:12 PM     all     76.34      0.00     14.88      0.10      0.21      8.47
06:04:17 PM     all     76.60      0.00     14.39      0.00      0.10      8.90
06:04:22 PM     all     76.41      0.00     15.18      0.00      0.21      8.21
06:04:27 PM     all     76.95      0.00     16.39      0.00      0.10      6.56
06:04:32 PM     all     76.74      0.00     15.57      0.10      0.10      7.48
06:04:37 PM     all     77.18      0.00     15.42      0.00      0.10      7.30
06:04:42 PM     all     77.22      0.00     15.15      0.00      0.21      7.42
06:04:47 PM     all     77.23      0.00     15.18      0.10      0.10      7.38
06:04:52 PM     all     77.36      0.00     15.47      0.00      0.10      7.07
06:04:57 PM     all     76.26      0.00     15.93      0.00      0.10      7.71
06:05:02 PM     all     76.73      0.00     15.76      0.00      0.10      7.42
06:05:07 PM     all     77.35      0.00     15.82      0.10      0.10      6.63
06:05:12 PM     all     78.02      0.00     15.44      0.00      0.10      6.44
06:05:17 PM     all     78.70      0.00     15.60      0.00      0.10      5.61
06:05:22 PM     all     78.73      0.00     15.21      0.10      0.00      5.96
06:05:27 PM     all     77.54      0.00     16.10      0.00      0.10      6.26
06:05:32 PM     all     78.14      0.00     15.22      0.10      0.10      6.44
06:05:37 PM     all     78.08      0.00     15.60      0.00      0.10      6.22
06:05:42 PM     all     78.43      0.00     15.54      0.00      0.10      5.93
06:05:47 PM     all     77.58      0.00     16.07      0.00      0.10      6.24
06:05:52 PM     all     79.06      0.00     14.81      0.10      0.00      6.03
06:05:57 PM     all     78.29      0.00     15.49      0.00      0.10      6.12
06:06:02 PM     all     77.48      0.00     15.97      0.00      0.10      6.45
06:06:07 PM     all     77.55      0.00     15.10      0.10      0.20      7.04
06:06:12 PM     all     77.76      0.00     15.71      0.00      0.10      6.43
06:06:17 PM     all     76.79      0.00     16.46      0.00      0.10      6.65
06:06:22 PM     all     76.81      0.00     15.53      0.10      0.10      7.46
06:06:27 PM     all     77.87      0.00     16.50      0.00      0.10      5.53
06:06:32 PM     all     77.53      0.00     16.14      0.10      0.10      6.13
06:06:37 PM     all     77.80      0.00     16.19      0.00      0.00      6.01
06:06:42 PM     all     78.47      0.00     15.41      0.00      0.10      6.02
06:06:47 PM     all     78.24      0.00     16.04      0.00      0.10      5.62
06:06:52 PM     all     78.32      0.00     15.34      0.10      0.10      6.13
06:06:57 PM     all     78.23      0.00     15.30      0.00      0.10      6.37
06:07:02 PM     all     77.81      0.00     15.95      0.00      0.10      6.13
06:07:07 PM     all     77.30      0.00     15.54      0.10      0.10      6.95
06:07:12 PM     all     78.28      0.00     15.57      0.00      0.10      6.05
06:07:17 PM     all     79.02      0.00     15.35      0.00      0.00      5.63
06:07:22 PM     all     50.29      0.00     15.31      0.23      1.14     33.03
06:07:27 PM     all     18.84      0.00     12.69      0.38      2.14     65.95
06:07:32 PM     all     20.31      0.00     14.56      0.38      2.04     62.71
06:07:37 PM     all     21.54      0.00     13.97      0.38      2.05     62.05
06:07:42 PM     all     18.97      0.00     14.36      0.38      2.18     64.10
06:07:47 PM     all     19.56      0.00     14.29      0.39      2.19     63.58
06:07:52 PM     all     19.25      0.00     13.70      0.39      2.07     64.60
06:07:57 PM     all     19.82      0.00     13.81      0.38      2.17     63.81
06:08:02 PM     all     20.36      0.00     13.92      0.39      2.19     63.14
06:08:07 PM     all     21.17      0.00     14.80      0.38      1.91     61.73
06:08:12 PM     all     22.35      0.00     14.81      0.26      1.92     60.66
06:08:17 PM     all     20.64      0.00     14.52      0.38      2.17     62.29
06:08:22 PM     all     20.69      0.00     13.92      0.38      2.17     62.84
06:08:27 PM     all     19.79      0.00     14.75      0.39      1.94     63.13
06:08:32 PM     all     19.04      0.00     14.51      0.52      2.20     63.73
06:08:37 PM     all     18.45      0.00     14.97      0.26      2.06     64.26
06:08:42 PM     all     19.90      0.00     14.12      0.39      2.18     63.41
06:08:47 PM     all     18.89      0.00     13.84      0.26      2.33     64.68
06:08:52 PM     all     19.10      0.00     14.06      0.52      2.19     64.13
06:08:57 PM     all     18.84      0.00     14.45      0.39      2.06     64.26
06:09:02 PM     all     18.70      0.00     14.81      0.26      2.21     64.03
06:09:07 PM     all     18.24      0.00     14.49      0.39      2.07     64.81
06:09:12 PM     all     18.11      0.00     13.52      0.38      2.04     65.94
06:09:17 PM     all     20.67      0.00     14.38      0.39      2.05     62.52
06:09:22 PM     all     18.65      0.00     14.38      0.26      2.20     64.51
06:09:27 PM     all     18.10      0.00     14.84      0.39      2.08     64.58
06:09:32 PM     all     18.78      0.00     14.51      0.39      2.07     64.25
06:09:37 PM     all     18.21      0.00     14.43      0.39      2.08     64.89
06:09:42 PM     all     18.94      0.00     14.05      0.39      2.19     64.43
06:09:47 PM     all     19.51      0.00     14.30      0.39      2.08     63.72
06:09:52 PM     all     19.69      0.00     15.06      0.26      2.06     62.93
06:09:57 PM     all     18.55      0.00     14.79      0.39      2.20     64.07
06:10:02 PM     all     18.44      0.00     15.32      0.39      2.08     63.77
06:10:07 PM     all     19.79      0.00     14.68      0.39      1.97     63.17
06:10:12 PM     all     18.34      0.00     15.21      0.39      2.08     63.98
06:10:17 PM     all     19.97      0.00     14.15      0.40      1.98     63.49
06:10:22 PM     all     28.10      0.00     13.80      0.38      1.52     56.20
06:10:27 PM     all     29.40      0.00     14.32      0.38      1.52     54.37
06:10:32 PM     all     31.78      0.00     17.25      0.39      1.17     49.42
06:10:37 PM     all     28.47      0.00     21.11      0.28      1.39     48.75
06:10:42 PM     all     24.66      0.00     19.42      0.41      1.65     53.86
06:10:47 PM     all     20.36      0.00     17.08      0.41      1.78     60.38
06:10:52 PM     all     19.78      0.00     16.53      0.41      2.03     61.25
06:10:57 PM     all     21.07      0.00     16.42      0.27      1.78     60.47
06:11:02 PM     all     21.63      0.00     16.87      0.41      1.63     59.46
06:11:07 PM     all     20.73      0.00     16.40      0.27      1.76     60.84
06:11:12 PM     all     20.99      0.00     16.46      0.41      1.78     60.36
06:11:17 PM     all     20.76      0.00     15.88      0.27      1.90     61.19
06:11:22 PM     all     21.17      0.00     16.15      0.41      1.76     60.52
06:11:27 PM     all     18.63      0.00     14.71      0.42      4.90     61.34
06:11:32 PM     all     21.46      0.00     16.73      0.27      1.75     59.78
06:11:37 PM     all     19.89      0.00     16.35      0.41      1.91     61.44
06:11:42 PM     all     20.22      0.00     16.23      0.28      1.79     61.49
06:11:47 PM     all     20.55      0.00     16.03      0.41      1.78     61.23
06:11:52 PM     all     21.04      0.00     15.44      0.27      1.91     61.34
06:11:57 PM     all     20.33      0.00     15.96      0.41      1.77     61.53
06:12:02 PM     all     19.94      0.00     15.93      0.42      1.94     61.77
06:12:07 PM     all     24.18      0.00     15.52      0.27      1.51     58.52
06:12:12 PM     all     24.62      0.00     16.01      0.27      1.64     57.46
06:12:17 PM     all     21.26      0.00     15.80      0.42      4.06     58.46
06:12:22 PM     all     20.44      0.00     15.50      0.27      1.78     62.00
06:12:27 PM     all     21.77      0.00     15.51      0.41      1.77     60.54
06:12:32 PM     all     21.82      0.00     15.85      0.27      1.76     60.30
06:12:37 PM     all     20.65      0.00     15.62      0.41      1.77     61.55
06:12:42 PM     all     21.18      0.00     16.62      0.27      1.88     60.05
06:12:47 PM     all     20.55      0.00     15.75      0.41      1.78     61.51
06:12:52 PM     all     21.87      0.00     15.68      0.28      1.65     60.52
06:12:57 PM     all     22.70      0.00     15.81      0.41      1.62     59.46
06:13:02 PM     all     22.45      0.00     15.32      0.27      1.75     60.22
06:13:07 PM     all     20.63      0.00     14.31      0.28      1.79     63.00
06:13:12 PM     all     19.68      0.00     14.82      0.40      2.02     63.07
06:13:17 PM     all     19.70      0.00     14.13      0.27      2.04     63.86
06:13:22 PM     all     18.86      0.00     15.20      0.41      1.90     63.64
06:13:27 PM     all     19.78      0.00     14.87      0.27      1.91     63.17
06:13:32 PM     all     19.76      0.00     14.48      0.41      1.89     63.46
06:13:37 PM     all     19.02      0.00     14.13      0.27      2.17     64.40
06:13:42 PM     all     18.82      0.00     14.84      0.41      1.92     64.01
06:13:47 PM     all     20.62      0.00     14.56      0.27      1.89     62.67
06:13:52 PM     all     21.28      0.00     15.28      0.27      1.77     61.39
06:13:57 PM     all     19.29      0.00     14.91      0.41      1.92     63.47
06:14:02 PM     all     21.24      0.00     15.19      0.27      1.88     61.42
06:14:07 PM     all     19.75      0.00     14.17      0.41      1.91     63.76
06:14:12 PM     all     20.35      0.00     14.93      0.27      1.76     62.69
06:14:17 PM     all     18.44      0.00     14.89      0.41      2.05     64.21
06:14:22 PM     all     18.93      0.00     14.50      0.27      1.88     64.43
06:14:27 PM     all     18.38      0.00     14.19      0.41      2.03     65.00
06:14:32 PM     all     18.78      0.00     14.32      0.27      2.03     64.59
06:14:37 PM     all     18.71      0.00     14.00      0.40      2.15     64.74
06:14:42 PM     all     19.37      0.00     14.32      0.27      2.05     63.98
06:14:47 PM     all     19.22      0.00     14.34      0.41      2.03     64.01
06:14:52 PM     all     19.04      0.00     13.97      0.27      1.92     64.79
06:14:57 PM     all     19.70      0.00     14.64      0.41      2.05     63.20
06:15:02 PM     all     21.58      0.00     15.71      0.27      1.78     60.66
06:15:07 PM     all     19.59      0.00     13.92      0.41      1.89     64.19
06:15:12 PM     all     18.96      0.00     14.32      0.27      2.05     64.39
06:15:17 PM     all     19.27      0.00     15.20      0.41      1.90     63.23
06:15:22 PM     all     20.19      0.00     14.50      0.27      2.03     63.01
06:15:27 PM     all     19.76      0.00     14.48      0.41      1.89     63.46
06:15:32 PM     all     19.30      0.00     15.42      0.27      2.01     63.00
06:15:37 PM     all     18.78      0.00     14.42      0.41      1.90     64.49
06:15:42 PM     all     19.11      0.00     15.31      0.27      1.90     63.41
06:15:47 PM     all     19.68      0.00     14.82      0.40      1.89     63.21
06:15:52 PM     all     21.86      0.00     16.19      0.40      1.75     59.78
06:15:57 PM     all     20.38      0.00     15.25      0.27      1.75     62.35
06:16:02 PM     all     20.41      0.00     14.42      0.41      2.04     62.72
06:16:07 PM     all     20.27      0.00     14.46      0.41      1.76     63.11
06:16:12 PM     all     20.56      0.00     15.05      0.27      1.88     62.23
06:16:17 PM     all     18.89      0.00     14.04      0.40      2.02     64.64
06:16:22 PM     all     18.72      0.00     13.90      0.27      2.01     65.11
06:16:27 PM     all     20.19      0.00     14.34      0.40      1.99     63.08
06:16:32 PM     all     19.27      0.00     14.38      0.27      2.04     64.04
06:16:37 PM     all     19.32      0.00     14.29      0.41      2.04     63.95
06:16:42 PM     all     21.12      0.00     14.99      0.27      1.77     61.85
06:16:47 PM     all     20.89      0.00     16.04      0.40      1.89     60.78
06:16:52 PM     all     20.41      0.00     14.42      0.27      1.77     63.13
06:16:57 PM     all     18.99      0.00     14.34      0.41      2.19     64.07
06:17:02 PM     all     19.22      0.00     13.67      0.41      2.03     64.68
06:17:07 PM     all     18.33      0.00     14.82      0.27      2.16     64.42
06:17:12 PM     all     19.27      0.00     15.06      0.41      1.90     63.36
06:17:17 PM     all     16.69      0.00     12.76      0.28      5.47     64.80
06:17:22 PM     all     19.14      0.00     14.42      0.40      2.16     63.88
06:17:27 PM     all     18.92      0.00     14.86      0.27      1.89     64.05
06:17:32 PM     all     18.51      0.00     15.00      0.41      1.89     64.19
06:17:37 PM     all     17.90      0.00     13.80      0.41      2.05     65.85
06:17:42 PM     all     19.30      0.00     14.30      0.27      2.02     64.10
06:17:47 PM     all     19.49      0.00     15.49      0.40      2.00     62.62
06:17:52 PM     all     20.78      0.00     14.34      0.40      1.88     62.60
06:17:57 PM     all     17.34      0.00     13.44      0.27      2.15     66.80
06:18:02 PM     all     19.17      0.00     14.38      0.40      2.00     64.05
06:18:07 PM     all     19.00      0.00     14.56      0.40      2.02     64.02
06:18:12 PM     all     20.29      0.00     14.02      0.40      1.87     63.42
06:18:17 PM     all     19.43      0.00     14.17      0.27      2.16     63.97
06:18:22 PM     all     19.89      0.00     14.25      0.40      2.02     63.44
06:18:27 PM     all     19.23      0.00     14.69      0.40      1.87     63.82
06:18:32 PM     all     19.11      0.00     14.50      0.27      2.03     64.09
06:18:37 PM     all     19.78      0.00     13.59      0.40      2.02     64.20
06:18:42 PM     all     20.64      0.00     14.88      0.27      1.88     62.33
06:18:47 PM     all     18.50      0.00     14.34      0.40      2.14     64.61
06:18:52 PM     all     18.82      0.00     14.78      0.40      2.15     63.84
06:18:57 PM     all     19.86      0.00     14.19      0.41      1.89     63.65
06:19:02 PM     all     19.62      0.00     13.94      0.27      2.17     64.01
06:19:07 PM     all     19.84      0.00     14.02      0.40      1.98     63.76
06:19:12 PM     all     19.89      0.00     14.61      0.41      2.03     63.06
06:19:17 PM     all     20.67      0.00     14.00      0.27      2.00     63.07
06:19:22 PM     all     19.71      0.00     14.38      0.40      2.00     63.52
06:19:27 PM     all     19.23      0.00     14.02      0.27      2.00     64.49
06:19:32 PM     all     18.10      0.00     14.34      0.40      2.01     65.15
06:19:37 PM     all     17.80      0.00     14.19      0.40      2.01     65.60
06:19:42 PM     all     19.06      0.00     13.83      0.40      2.28     64.43
06:19:47 PM     all     19.09      0.00     14.11      0.40      2.02     64.38
06:19:52 PM     all     18.85      0.00     14.57      0.40      2.14     64.04
06:19:57 PM     all     19.15      0.00     14.89      0.27      1.99     63.70
06:20:02 PM     all     20.16      0.00     13.93      0.40      1.99     63.53
06:20:07 PM     all     18.52      0.00     13.69      0.27      2.01     65.50
06:20:12 PM     all     20.42      0.00     14.19      0.40      1.99     63.00
06:20:17 PM     all     18.67      0.00     14.48      0.27      2.03     64.55
06:20:22 PM     all     19.52      0.00     13.94      0.40      2.26     63.88
06:20:27 PM     all     19.13      0.00     14.12      0.26      2.11     64.38
06:20:32 PM     all     19.13      0.00     14.78      0.40      2.11     63.59
06:20:37 PM     all     18.51      0.00     14.25      0.40      2.26     64.58
06:20:42 PM     all     19.00      0.00     14.78      0.26      2.11     63.85
06:20:47 PM     all     20.03      0.00     14.06      0.40      2.12     63.40
06:20:52 PM     all     18.75      0.00     14.36      0.40      2.26     64.23
06:20:57 PM     all     18.93      0.00     15.33      0.27      2.13     63.33
06:21:02 PM     all     19.50      0.00     14.79      0.39      2.23     63.09
06:21:07 PM     all     18.93      0.00     13.33      0.40      2.27     65.07
06:21:12 PM     all     19.21      0.00     14.30      0.26      2.12     64.11
06:21:17 PM     all     19.82      0.00     14.70      0.39      2.10     62.99
06:21:22 PM     all     19.34      0.00     15.00      0.39      2.11     63.16
06:21:27 PM     all     17.77      0.00     13.30      0.27      4.61     64.04
06:21:32 PM     all     19.89      0.00     14.76      0.40      2.24     62.71
06:21:37 PM     all     25.64      0.00     14.30      0.26      1.80     57.99
06:21:42 PM     all     18.65      0.00     15.08      0.40      2.12     63.76
06:21:47 PM     all     18.81      0.00     15.10      0.40      2.25     63.44
06:21:52 PM     all     19.23      0.00     14.32      0.40      2.25     63.79
06:21:57 PM     all     20.23      0.00     14.49      0.26      1.96     63.05
06:22:02 PM     all     19.69      0.00     15.35      0.39      2.10     62.47
06:22:07 PM     all     19.21      0.00     14.21      0.39      2.11     64.08
06:22:12 PM     all     19.07      0.00     14.80      0.27      2.00     63.87
06:22:17 PM     all     19.89      0.00     13.97      0.40      1.98     63.77
06:22:22 PM     all     20.87      0.00     14.80      0.26      1.98     62.09
06:22:27 PM     all     21.18      0.00     14.34      0.39      1.97     62.11
06:22:32 PM     all     19.79      0.00     15.04      0.40      2.11     62.66
06:22:37 PM     all     21.09      0.00     14.59      0.27      1.86     62.20
06:22:42 PM     all     20.83      0.00     15.35      0.40      1.87     61.55
06:22:47 PM     all     20.48      0.00     14.99      0.27      1.87     62.38
06:22:52 PM     all     20.53      0.00     14.27      0.40      1.87     62.93
06:22:57 PM     all     20.47      0.00     14.57      0.39      1.84     62.73
06:23:02 PM     all     20.93      0.00     13.60      0.40      2.00     63.07
06:23:07 PM     all     20.18      0.00     15.07      0.26      1.97     62.52
