IP	Date	CPU	%user	%nice	%system	%iowait	%steal	%idle
10-0-0-66	10/18/2021 6:14:34 PM	all	7.56	0	7.19	0.5	1.49	83.27
10-0-1-108	10/18/2021 6:14:35 PM	all	21.04	0	13.05	0.27	2.66	62.98
10-0-1-155	10/18/2021 6:14:37 PM	all	18.71	0	14	0.4	2.15	64.74
10-0-0-66	10/18/2021 6:14:39 PM	all	8.83	0	7.62	0.36	1.45	81.74
10-0-1-108	10/18/2021 6:14:40 PM	all	20.08	0	13.61	0.4	2.77	63.14
10-0-1-155	10/18/2021 6:14:42 PM	all	19.37	0	14.32	0.27	2.05	63.98
10-0-0-66	10/18/2021 6:14:44 PM	all	8.74	0	8.37	0.49	1.58	80.83
10-0-1-108	10/18/2021 6:14:45 PM	all	19.68	0	13.21	0.26	2.77	64.07
10-0-1-155	10/18/2021 6:14:47 PM	all	19.22	0	14.34	0.41	2.03	64.01
10-0-0-66	10/18/2021 6:14:49 PM	all	8.95	0	8.46	0.48	1.57	80.53
10-0-1-108	10/18/2021 6:14:50 PM	all	19.55	0	13.16	0.4	2.79	64.1
10-0-1-155	10/18/2021 6:14:52 PM	all	19.04	0	13.97	0.27	1.92	64.79
10-0-0-66	10/18/2021 6:14:54 PM	all	9.58	0	8.38	0.36	1.68	80
10-0-1-108	10/18/2021 6:14:55 PM	all	21.18	0	12.24	0.39	2.76	63.42
10-0-1-155	10/18/2021 6:14:57 PM	all	19.7	0	14.64	0.41	2.05	63.2
10-0-0-66	10/18/2021 6:14:59 PM	all	8.21	0	7.85	0.48	1.57	81.88
10-0-1-108	10/18/2021 6:15:00 PM	all	18.81	0	11.66	0.4	2.91	66.23
10-0-1-155	10/18/2021 6:15:02 PM	all	21.58	0	15.71	0.27	1.78	60.66
10-0-0-66	10/18/2021 6:15:04 PM	all	8.09	0	7.37	0.48	1.57	82.49
10-0-1-108	10/18/2021 6:15:05 PM	all	19.39	0	12.53	0.26	2.64	65.17
10-0-1-155	10/18/2021 6:15:07 PM	all	19.59	0	13.92	0.41	1.89	64.19
10-0-0-66	10/18/2021 6:15:09 PM	all	8.64	0	7.92	0.36	1.44	81.63
10-0-1-108	10/18/2021 6:15:10 PM	all	19.55	0	12.77	0.4	2.93	64.36
10-0-1-155	10/18/2021 6:15:12 PM	all	18.96	0	14.32	0.27	2.05	64.39
10-0-0-66	10/18/2021 6:15:14 PM	all	9.02	0	7.44	0.49	1.59	81.46
10-0-1-108	10/18/2021 6:15:15 PM	all	19.31	0	12.92	0.4	2.93	64.45
10-0-1-155	10/18/2021 6:15:17 PM	all	19.27	0	15.2	0.41	1.9	63.23
10-0-0-66	10/18/2021 6:15:19 PM	all	9.23	0	7.9	0.49	1.7	80.68
10-0-1-108	10/18/2021 6:15:20 PM	all	19.26	0	12.53	0.4	2.9	64.91
10-0-1-155	10/18/2021 6:15:22 PM	all	20.19	0	14.5	0.27	2.03	63.01
10-0-0-66	10/18/2021 6:15:24 PM	all	8.94	0	8.94	0.48	1.69	79.95
10-0-1-108	10/18/2021 6:15:25 PM	all	19.29	0	13.61	0.4	2.64	64.07
10-0-1-155	10/18/2021 6:15:27 PM	all	19.76	0	14.48	0.41	1.89	63.46
10-0-0-66	10/18/2021 6:15:29 PM	all	9.48	0	8.25	0.37	1.6	80.3
10-0-1-108	10/18/2021 6:15:30 PM	all	19.58	0	13.1	0.26	2.65	64.42
10-0-1-155	10/18/2021 6:15:32 PM	all	19.3	0	15.42	0.27	2.01	63
10-0-0-66	10/18/2021 6:15:34 PM	all	10.05	0	8.6	0.48	1.57	79.3
10-0-1-108	10/18/2021 6:15:35 PM	all	19.87	0	13.2	0.39	2.88	63.66
10-0-1-155	10/18/2021 6:15:37 PM	all	18.78	0	14.42	0.41	1.9	64.49
10-0-0-66	10/18/2021 6:15:39 PM	all	9.92	0	8.34	0.48	1.57	79.69
10-0-1-108	10/18/2021 6:15:40 PM	all	19.18	0	13.49	0.4	2.78	64.15
10-0-1-155	10/18/2021 6:15:42 PM	all	19.11	0	15.31	0.27	1.9	63.41
10-0-0-66	10/18/2021 6:15:44 PM	all	9.09	0	8.61	0.48	1.45	80.36
10-0-1-108	10/18/2021 6:15:45 PM	all	19.9	0	13.09	0.39	2.75	63.87
10-0-1-155	10/18/2021 6:15:47 PM	all	19.68	0	14.82	0.4	1.89	63.21
10-0-0-66	10/18/2021 6:15:49 PM	all	8.3	0	7.94	0.48	1.44	81.83
10-0-1-108	10/18/2021 6:15:50 PM	all	18.73	0	12.27	0.26	2.77	65.96
10-0-1-155	10/18/2021 6:15:52 PM	all	21.86	0	16.19	0.4	1.75	59.78
10-0-0-66	10/18/2021 6:15:54 PM	all	8.46	0	7.74	0.48	1.57	81.74
10-0-1-108	10/18/2021 6:15:55 PM	all	19.08	0	12.37	0.39	2.89	65.26
10-0-1-155	10/18/2021 6:15:57 PM	all	20.38	0	15.25	0.27	1.75	62.35
10-0-0-66	10/18/2021 6:15:59 PM	all	8.98	0	7.89	0.36	1.58	81.19
10-0-1-108	10/18/2021 6:16:00 PM	all	19.13	0	12.53	0.4	2.77	65.17
10-0-1-155	10/18/2021 6:16:02 PM	all	20.41	0	14.42	0.41	2.04	62.72
10-0-0-66	10/18/2021 6:16:04 PM	all	9.15	0	8.17	0.49	1.59	80.61
10-0-1-108	10/18/2021 6:16:05 PM	all	19.13	0	12.98	0.39	2.62	64.88
10-0-1-155	10/18/2021 6:16:07 PM	all	20.27	0	14.46	0.41	1.76	63.11
10-0-0-66	10/18/2021 6:16:09 PM	all	8.36	0	8.12	0.49	1.6	81.43
10-0-1-108	10/18/2021 6:16:10 PM	all	18.68	0	12.45	0.26	2.78	65.83
10-0-1-155	10/18/2021 6:16:12 PM	all	20.56	0	15.05	0.27	1.88	62.23
10-0-0-66	10/18/2021 6:16:14 PM	all	8.76	0	8.03	0.49	1.58	81.14
10-0-1-108	10/18/2021 6:16:15 PM	all	19.68	0	13.21	0.4	2.77	63.94
10-0-1-155	10/18/2021 6:16:17 PM	all	18.89	0	14.04	0.4	2.02	64.64
10-0-0-66	10/18/2021 6:16:19 PM	all	8.28	0	7.06	0.49	1.34	82.83
10-0-1-108	10/18/2021 6:16:20 PM	all	19.44	0	13.18	0.27	2.66	64.45
10-0-1-155	10/18/2021 6:16:22 PM	all	18.72	0	13.9	0.27	2.01	65.11
10-0-0-66	10/18/2021 6:16:24 PM	all	7.84	0	7.84	0.36	1.45	82.51
10-0-1-108	10/18/2021 6:16:25 PM	all	19.61	0	13.16	0.39	2.76	64.08
10-0-1-155	10/18/2021 6:16:27 PM	all	20.19	0	14.34	0.4	1.99	63.08
10-0-0-66	10/18/2021 6:16:29 PM	all	8.57	0	7.96	0.49	1.35	81.64
10-0-1-108	10/18/2021 6:16:30 PM	all	19.44	0	12.52	0.27	2.66	65.11
10-0-1-155	10/18/2021 6:16:32 PM	all	19.27	0	14.38	0.27	2.04	64.04
10-0-0-66	10/18/2021 6:16:34 PM	all	7.05	0	8.03	0.49	1.61	82.82
10-0-1-108	10/18/2021 6:16:35 PM	all	19.84	0	12.65	0.4	2.66	64.45
10-0-1-155	10/18/2021 6:16:37 PM	all	19.32	0	14.29	0.41	2.04	63.95
10-0-0-66	10/18/2021 6:16:39 PM	all	7.31	0	8.3	0.37	1.61	82.4
10-0-1-108	10/18/2021 6:16:40 PM	all	19.15	0	12.55	0.4	2.77	65.13
10-0-1-155	10/18/2021 6:16:42 PM	all	21.12	0	14.99	0.27	1.77	61.85
10-0-0-66	10/18/2021 6:16:44 PM	all	9.11	0	8.14	0.49	1.58	80.68
10-0-1-108	10/18/2021 6:16:45 PM	all	18.15	0	12.27	0.39	2.87	66.32
10-0-1-155	10/18/2021 6:16:47 PM	all	20.89	0	16.04	0.4	1.89	60.78
10-0-0-66	10/18/2021 6:16:49 PM	all	8.36	0	6.64	0.37	1.48	83.15
10-0-1-108	10/18/2021 6:16:50 PM	all	18.36	0	12.15	0.26	2.77	66.45
10-0-1-155	10/18/2021 6:16:52 PM	all	20.41	0	14.42	0.27	1.77	63.13
10-0-0-66	10/18/2021 6:16:54 PM	all	8.71	0	8.71	0.6	1.69	80.29
10-0-1-108	10/18/2021 6:16:55 PM	all	18.92	0	13.27	0.39	2.89	64.52
10-0-1-155	10/18/2021 6:16:57 PM	all	18.99	0	14.34	0.41	2.19	64.07
10-0-0-66	10/18/2021 6:16:59 PM	all	9.02	0	8.17	0.37	1.59	80.85
10-0-1-108	10/18/2021 6:17:00 PM	all	19.53	0	12.71	0.26	3.01	64.48
10-0-1-155	10/18/2021 6:17:02 PM	all	19.22	0	13.67	0.41	2.03	64.68
10-0-0-66	10/18/2021 6:17:04 PM	all	9.39	0	8.18	0.48	1.68	80.26
10-0-1-108	10/18/2021 6:17:05 PM	all	19.9	0	13.35	0.39	2.75	63.61
10-0-1-155	10/18/2021 6:17:07 PM	all	18.33	0	14.82	0.27	2.16	64.42
10-0-0-66	10/18/2021 6:17:09 PM	all	8.14	0	8.51	0.36	1.7	81.29
10-0-1-108	10/18/2021 6:17:10 PM	all	18.35	0	12.58	0.26	3.15	65.66
10-0-1-155	10/18/2021 6:17:12 PM	all	19.27	0	15.06	0.41	1.9	63.36
10-0-0-66	10/18/2021 6:17:14 PM	all	9.01	0	7.8	0.49	1.58	81.12
10-0-1-108	10/18/2021 6:17:15 PM	all	18.28	0	12.72	0.4	2.91	65.7
10-0-1-155	10/18/2021 6:17:17 PM	all	16.69	0	12.76	0.28	5.47	64.8
10-0-0-66	10/18/2021 6:17:19 PM	all	8.56	0	7.96	0.48	1.57	81.42
10-0-1-108	10/18/2021 6:17:20 PM	all	18.54	0	12.85	0.26	2.91	65.43
10-0-1-155	10/18/2021 6:17:22 PM	all	19.14	0	14.42	0.4	2.16	63.88
10-0-0-66	10/18/2021 6:17:24 PM	all	9.35	0	8.87	0.48	1.56	79.74
10-0-1-108	10/18/2021 6:17:25 PM	all	19.53	0	13.37	0.39	2.88	63.83
10-0-1-155	10/18/2021 6:17:27 PM	all	18.92	0	14.86	0.27	1.89	64.05
10-0-0-66	10/18/2021 6:17:29 PM	all	9.34	0	8.62	0.36	1.44	80.24
10-0-1-108	10/18/2021 6:17:30 PM	all	19.25	0	13.78	0.39	2.99	63.59
10-0-1-155	10/18/2021 6:17:32 PM	all	18.51	0	15	0.41	1.89	64.19
10-0-0-66	10/18/2021 6:17:34 PM	all	9.08	0	8.23	0.48	1.82	80.39
10-0-1-108	10/18/2021 6:17:35 PM	all	19.42	0	12.95	0.26	3.04	64.33
10-0-1-155	10/18/2021 6:17:37 PM	all	17.9	0	13.8	0.41	2.05	65.85
10-0-0-66	10/18/2021 6:17:39 PM	all	8.62	0	7.65	0.49	1.58	81.67
10-0-1-108	10/18/2021 6:17:40 PM	all	19.33	0	12.97	0.39	3.11	64.2
10-0-1-155	10/18/2021 6:17:42 PM	all	19.3	0	14.3	0.27	2.02	64.1
10-0-0-66	10/18/2021 6:17:44 PM	all	10.45	0	8.51	0.49	1.82	78.74
10-0-1-108	10/18/2021 6:17:45 PM	all	19.35	0	13.46	0.39	2.75	64.05
10-0-1-155	10/18/2021 6:17:47 PM	all	19.49	0	15.49	0.4	2	62.62
10-0-0-66	10/18/2021 6:17:49 PM	all	8.83	0	8.59	0.48	1.69	80.41
10-0-1-108	10/18/2021 6:17:50 PM	all	17.86	0	12.57	0.26	2.91	66.4
10-0-1-155	10/18/2021 6:17:52 PM	all	20.78	0	14.34	0.4	1.88	62.6
10-0-0-66	10/18/2021 6:17:54 PM	all	9.92	0	8.72	0.48	1.67	79.21
10-0-1-108	10/18/2021 6:17:55 PM	all	19.19	0	13.58	0.39	2.87	63.97
10-0-1-155	10/18/2021 6:17:57 PM	all	17.34	0	13.44	0.27	2.15	66.8
10-0-0-66	10/18/2021 6:17:59 PM	all	8.68	0	7.97	0.36	1.43	81.57
10-0-1-108	10/18/2021 6:18:00 PM	all	17.47	0	12.52	0.26	2.87	66.88
10-0-1-155	10/18/2021 6:18:02 PM	all	19.17	0	14.38	0.4	2	64.05
10-0-0-66	10/18/2021 6:18:04 PM	all	8.4	0	8.52	0.48	1.56	81.03
10-0-1-108	10/18/2021 6:18:05 PM	all	19.28	0	14.1	0.39	2.85	63.39
10-0-1-155	10/18/2021 6:18:07 PM	all	19	0	14.56	0.4	2.02	64.02
10-0-0-66	10/18/2021 6:18:09 PM	all	8.88	0	8.4	0.48	1.44	80.79
10-0-1-108	10/18/2021 6:18:10 PM	all	19.44	0	12.43	0.26	2.91	64.95
10-0-1-155	10/18/2021 6:18:12 PM	all	20.29	0	14.02	0.4	1.87	63.42
10-0-0-66	10/18/2021 6:18:14 PM	all	10.1	0	8.77	0.48	1.56	79.09
10-0-1-108	10/18/2021 6:18:15 PM	all	18.98	0	13.87	0.26	2.75	64.14
10-0-1-155	10/18/2021 6:18:17 PM	all	19.43	0	14.17	0.27	2.16	63.97
10-0-0-66	10/18/2021 6:18:19 PM	all	9.17	0	8.32	0.48	1.69	80.34
10-0-1-108	10/18/2021 6:18:20 PM	all	18.82	0	13.2	0.39	2.88	64.71
10-0-1-155	10/18/2021 6:18:22 PM	all	19.89	0	14.25	0.4	2.02	63.44
10-0-0-66	10/18/2021 6:18:24 PM	all	9.18	0	8.33	0.48	1.69	80.31
10-0-1-108	10/18/2021 6:18:25 PM	all	19	0	13.5	0.26	2.88	64.35
10-0-1-155	10/18/2021 6:18:27 PM	all	19.23	0	14.69	0.4	1.87	63.82
10-0-0-66	10/18/2021 6:18:29 PM	all	9.76	0	9.05	0.48	1.79	78.93
10-0-1-108	10/18/2021 6:18:30 PM	all	18.46	0	12.48	0.4	3.05	65.6
10-0-1-155	10/18/2021 6:18:32 PM	all	19.11	0	14.5	0.27	2.03	64.09
10-0-0-66	10/18/2021 6:18:34 PM	all	9.71	0	8.39	0.48	1.56	79.86
10-0-1-108	10/18/2021 6:18:35 PM	all	19.31	0	13.18	0.27	2.8	64.45
10-0-1-155	10/18/2021 6:18:37 PM	all	19.78	0	13.59	0.4	2.02	64.2
10-0-0-66	10/18/2021 6:18:39 PM	all	9.15	0	8.66	0.36	1.68	80.14
10-0-1-108	10/18/2021 6:18:40 PM	all	19.02	0	12.29	0.4	2.77	65.52
10-0-1-155	10/18/2021 6:18:42 PM	all	20.64	0	14.88	0.27	1.88	62.33
10-0-0-66	10/18/2021 6:18:44 PM	all	10.75	0	8.84	0.48	1.43	78.49
10-0-1-108	10/18/2021 6:18:45 PM	all	19.07	0	12.98	0.26	2.91	64.77
10-0-1-155	10/18/2021 6:18:47 PM	all	18.5	0	14.34	0.4	2.14	64.61
10-0-0-66	10/18/2021 6:18:49 PM	all	9.16	0	8.56	0.36	1.55	80.38
10-0-1-108	10/18/2021 6:18:50 PM	all	19.22	0	14.25	0.39	2.75	63.4
10-0-1-155	10/18/2021 6:18:52 PM	all	18.82	0	14.78	0.4	2.15	63.84
10-0-0-66	10/18/2021 6:18:54 PM	all	9.3	0	8.34	0.48	1.43	80.45
10-0-1-108	10/18/2021 6:18:55 PM	all	18.12	0	12.83	0.4	3.04	65.61
10-0-1-155	10/18/2021 6:18:57 PM	all	19.86	0	14.19	0.41	1.89	63.65
10-0-0-66	10/18/2021 6:18:59 PM	all	8.93	0	8.81	0.48	1.43	80.36
10-0-1-108	10/18/2021 6:19:00 PM	all	18.49	0	13.34	0.26	3.04	64.86
10-0-1-155	10/18/2021 6:19:02 PM	all	19.62	0	13.94	0.27	2.17	64.01
10-0-0-66	10/18/2021 6:19:04 PM	all	9.7	0	8.5	0.48	1.68	79.64
10-0-1-108	10/18/2021 6:19:05 PM	all	17.93	0	13.68	0.27	2.92	65.21
10-0-1-155	10/18/2021 6:19:07 PM	all	19.84	0	14.02	0.4	1.98	63.76
10-0-0-66	10/18/2021 6:19:09 PM	all	9.15	0	8.54	0.48	1.68	80.14
10-0-1-108	10/18/2021 6:19:10 PM	all	18.34	0	13.06	0.4	3.03	65.17
10-0-1-155	10/18/2021 6:19:12 PM	all	19.89	0	14.61	0.41	2.03	63.06
10-0-0-66	10/18/2021 6:19:14 PM	all	9.74	0	9.13	0.48	1.68	78.97
10-0-1-108	10/18/2021 6:19:15 PM	all	18.63	0	13.21	0.26	2.91	64.99
10-0-1-155	10/18/2021 6:19:17 PM	all	20.67	0	14	0.27	2	63.07
10-0-0-66	10/18/2021 6:19:19 PM	all	9.47	0	8.03	0.36	1.68	80.46
10-0-1-108	10/18/2021 6:19:20 PM	all	18.68	0	12.85	0.4	2.78	65.3
10-0-1-155	10/18/2021 6:19:22 PM	all	19.71	0	14.38	0.4	2	63.52
10-0-0-66	10/18/2021 6:19:24 PM	all	9.25	0	8.53	0.48	1.68	80.05
10-0-1-108	10/18/2021 6:19:25 PM	all	19.29	0	13.47	0.26	2.91	64.07
10-0-1-155	10/18/2021 6:19:27 PM	all	19.23	0	14.02	0.27	2	64.49
10-0-0-66	10/18/2021 6:19:29 PM	all	9.01	0	8.77	0.48	1.56	80.17
10-0-1-108	10/18/2021 6:19:30 PM	all	19.76	0	13.53	0.4	2.79	63.53
10-0-1-155	10/18/2021 6:19:32 PM	all	18.1	0	14.34	0.4	2.01	65.15
10-0-0-66	10/18/2021 6:19:34 PM	all	8.6	0	7.99	0.48	1.57	81.36
10-0-1-108	10/18/2021 6:19:35 PM	all	21.48	0	14.23	0.26	2.64	61.4
10-0-1-155	10/18/2021 6:19:37 PM	all	17.8	0	14.19	0.4	2.01	65.6
10-0-0-66	10/18/2021 6:19:39 PM	all	9.39	0	8.56	0.36	1.66	80.02
10-0-1-108	10/18/2021 6:19:40 PM	all	19.24	0	13.31	0.4	2.9	64.16
10-0-1-155	10/18/2021 6:19:42 PM	all	19.06	0	13.83	0.4	2.28	64.43
10-0-0-66	10/18/2021 6:19:44 PM	all	9.04	0	8.67	0.48	1.81	80
10-0-1-108	10/18/2021 6:19:45 PM	all	19.02	0	13.34	0.26	2.91	64.46
10-0-1-155	10/18/2021 6:19:47 PM	all	19.09	0	14.11	0.4	2.02	64.38
10-0-0-66	10/18/2021 6:19:49 PM	all	9.19	0	8.83	0.6	1.43	79.95
10-0-1-108	10/18/2021 6:19:50 PM	all	19.42	0	13.52	0.39	2.76	63.91
10-0-1-155	10/18/2021 6:19:52 PM	all	18.85	0	14.57	0.4	2.14	64.04
10-0-0-66	10/18/2021 6:19:54 PM	all	8.99	0	8.51	0.49	1.82	80.19
10-0-1-108	10/18/2021 6:19:55 PM	all	18.49	0	13.87	0.26	2.91	64.46
10-0-1-155	10/18/2021 6:19:57 PM	all	19.15	0	14.89	0.27	1.99	63.7
10-0-0-66	10/18/2021 6:19:59 PM	all	9.53	0	8.56	0.36	1.69	79.86
10-0-1-108	10/18/2021 6:20:00 PM	all	18.87	0	13.98	0.4	2.9	63.85
10-0-1-155	10/18/2021 6:20:02 PM	all	20.16	0	13.93	0.4	1.99	63.53
10-0-0-66	10/18/2021 6:20:04 PM	all	9.51	0	9.03	0.48	1.81	79.18
10-0-1-108	10/18/2021 6:20:05 PM	all	19.43	0	14.08	0.26	2.74	63.49
10-0-1-155	10/18/2021 6:20:07 PM	all	18.52	0	13.69	0.27	2.01	65.5
10-0-0-66	10/18/2021 6:20:09 PM	all	9.29	0	8.2	0.48	1.81	80.22
10-0-1-108	10/18/2021 6:20:10 PM	all	18.94	0	13.77	0.4	2.91	63.97
10-0-1-155	10/18/2021 6:20:12 PM	all	20.42	0	14.19	0.4	1.99	63
10-0-0-66	10/18/2021 6:20:14 PM	all	9.9	0	8.82	0.36	1.69	79.23
10-0-1-108	10/18/2021 6:20:15 PM	all	19.02	0	13.16	0.27	2.79	64.76
10-0-1-155	10/18/2021 6:20:17 PM	all	18.67	0	14.48	0.27	2.03	64.55
10-0-0-66	10/18/2021 6:20:19 PM	all	9.7	0	8.5	0.48	1.8	79.52
10-0-1-108	10/18/2021 6:20:20 PM	all	19.71	0	12.7	0.4	2.91	64.29
10-0-1-155	10/18/2021 6:20:22 PM	all	19.52	0	13.94	0.4	2.26	63.88
10-0-0-66	10/18/2021 6:20:24 PM	all	8.9	0	8.3	0.36	1.56	80.87
10-0-1-108	10/18/2021 6:20:25 PM	all	18.66	0	12.61	0.26	3.02	65.44
10-0-1-155	10/18/2021 6:20:27 PM	all	19.13	0	14.12	0.26	2.11	64.38
10-0-0-66	10/18/2021 6:20:29 PM	all	10.01	0	8.46	0.48	1.55	79.5
10-0-1-108	10/18/2021 6:20:30 PM	all	18.77	0	14.08	0.39	2.87	63.89
10-0-1-155	10/18/2021 6:20:32 PM	all	19.13	0	14.78	0.4	2.11	63.59
10-0-0-66	10/18/2021 6:20:34 PM	all	9.7	0	8.76	0.36	1.54	79.64
10-0-1-108	10/18/2021 6:20:35 PM	all	18.54	0	14.17	0.4	2.78	64.11
10-0-1-155	10/18/2021 6:20:37 PM	all	18.51	0	14.25	0.4	2.26	64.58
10-0-0-66	10/18/2021 6:20:39 PM	all	9.35	0	7.79	0.48	1.8	80.58
10-0-1-108	10/18/2021 6:20:40 PM	all	19.13	0	13.98	0.26	2.9	63.72
10-0-1-155	10/18/2021 6:20:42 PM	all	19	0	14.78	0.26	2.11	63.85
10-0-0-66	10/18/2021 6:20:44 PM	all	9.94	0	8.61	0.48	1.7	79.27
10-0-1-108	10/18/2021 6:20:45 PM	all	19.77	0	14.04	0.39	2.86	62.94
10-0-1-155	10/18/2021 6:20:47 PM	all	20.03	0	14.06	0.4	2.12	63.4
10-0-0-66	10/18/2021 6:20:49 PM	all	9.52	0	8.55	0.6	1.69	79.64
10-0-1-108	10/18/2021 6:20:50 PM	all	19.92	0	13.84	0.26	2.98	63
10-0-1-155	10/18/2021 6:20:52 PM	all	18.75	0	14.36	0.4	2.26	64.23
10-0-0-66	10/18/2021 6:20:54 PM	all	9.71	0	8.13	0.49	1.7	79.98
10-0-1-108	10/18/2021 6:20:55 PM	all	18.82	0	13.33	0.39	3.14	64.31
10-0-1-155	10/18/2021 6:20:57 PM	all	18.93	0	15.33	0.27	2.13	63.33
10-0-0-66	10/18/2021 6:20:59 PM	all	9.13	0	8.29	0.36	1.68	80.53
10-0-1-108	10/18/2021 6:21:00 PM	all	19.87	0	13.99	0.26	2.88	63.01
10-0-1-155	10/18/2021 6:21:02 PM	all	19.5	0	14.79	0.39	2.23	63.09
10-0-0-66	10/18/2021 6:21:04 PM	all	9.5	0	7.67	0.49	1.71	80.63
10-0-1-108	10/18/2021 6:21:05 PM	all	19.84	0	13.62	0.26	2.78	63.49
10-0-1-155	10/18/2021 6:21:07 PM	all	18.93	0	13.33	0.4	2.27	65.07
10-0-0-66	10/18/2021 6:21:09 PM	all	8.48	0	8.12	0.48	1.7	81.21
10-0-1-108	10/18/2021 6:21:10 PM	all	20.13	0	13.33	0.39	2.88	63.27
10-0-1-155	10/18/2021 6:21:12 PM	all	19.21	0	14.3	0.26	2.12	64.11
10-0-0-66	10/18/2021 6:21:14 PM	all	9.87	0	8.04	0.37	1.58	80.15
10-0-1-108	10/18/2021 6:21:15 PM	all	18.73	0	13.46	0.26	2.9	64.64
10-0-1-155	10/18/2021 6:21:17 PM	all	19.82	0	14.7	0.39	2.1	62.99
10-0-0-66	10/18/2021 6:21:19 PM	all	9.39	0	8.68	0.48	1.66	79.79
10-0-1-108	10/18/2021 6:21:20 PM	all	20.21	0	12.55	0.4	2.77	64.07
10-0-1-155	10/18/2021 6:21:22 PM	all	19.34	0	15	0.39	2.11	63.16
10-0-0-66	10/18/2021 6:21:24 PM	all	9.92	0	9.32	0.48	1.55	78.73
10-0-1-108	10/18/2021 6:21:25 PM	all	19.66	0	13.63	0.26	2.88	63.56
10-0-1-155	10/18/2021 6:21:27 PM	all	17.77	0	13.3	0.27	4.61	64.04
10-0-0-66	10/18/2021 6:21:29 PM	all	9.32	0	8.12	0.48	1.43	80.65
10-0-1-108	10/18/2021 6:21:30 PM	all	19.69	0	12.73	0.39	2.62	64.57
10-0-1-155	10/18/2021 6:21:32 PM	all	19.89	0	14.76	0.4	2.24	62.71
10-0-0-66	10/18/2021 6:21:34 PM	all	9.17	0	8.56	0.48	1.57	80.22
10-0-1-108	10/18/2021 6:21:35 PM	all	19.76	0	13.97	0.4	2.64	63.24
10-0-1-155	10/18/2021 6:21:37 PM	all	25.64	0	14.3	0.26	1.8	57.99
10-0-0-66	10/18/2021 6:21:39 PM	all	14.78	0	7.92	0.47	1.54	75.3
10-0-1-108	10/18/2021 6:21:40 PM	all	25.13	0	13.21	0.26	2.56	58.85
10-0-1-155	10/18/2021 6:21:42 PM	all	18.65	0	15.08	0.4	2.12	63.76
10-0-0-66	10/18/2021 6:21:44 PM	all	9.34	0	7.72	0.5	1.74	80.7
10-0-1-108	10/18/2021 6:21:45 PM	all	20.39	0	13.29	0.26	2.63	63.42
10-0-1-155	10/18/2021 6:21:47 PM	all	18.81	0	15.1	0.4	2.25	63.44
10-0-0-66	10/18/2021 6:21:49 PM	all	8.26	0	7.52	0.49	1.6	82.12
10-0-1-108	10/18/2021 6:21:50 PM	all	20.34	0	13.87	0.4	2.64	62.75
10-0-1-155	10/18/2021 6:21:52 PM	all	19.23	0	14.32	0.4	2.25	63.79
10-0-0-66	10/18/2021 6:21:54 PM	all	8.42	0	7.67	0.37	1.73	81.81
10-0-1-108	10/18/2021 6:21:55 PM	all	19.87	0	13.68	0.39	2.63	63.42
10-0-1-155	10/18/2021 6:21:57 PM	all	20.23	0	14.49	0.26	1.96	63.05
10-0-0-66	10/18/2021 6:21:59 PM	all	8.71	0	7.98	0.49	1.6	81.23
10-0-1-108	10/18/2021 6:22:00 PM	all	20.61	0	13.47	0.26	2.64	63.01
10-0-1-155	10/18/2021 6:22:02 PM	all	19.69	0	15.35	0.39	2.1	62.47
10-0-0-66	10/18/2021 6:22:04 PM	all	9.28	0	7.43	0.5	1.61	81.19
10-0-1-108	10/18/2021 6:22:05 PM	all	19.23	0	13.22	0.4	2.8	64.35
10-0-1-155	10/18/2021 6:22:07 PM	all	19.21	0	14.21	0.39	2.11	64.08
10-0-0-66	10/18/2021 6:22:09 PM	all	8.19	0	7.82	0.37	1.59	82.03
10-0-1-108	10/18/2021 6:22:10 PM	all	20.08	0	13.91	0.26	2.89	62.86
10-0-1-155	10/18/2021 6:22:12 PM	all	19.07	0	14.8	0.27	2	63.87
10-0-0-66	10/18/2021 6:22:14 PM	all	8.35	0	7.36	0.5	1.5	82.29
10-0-1-108	10/18/2021 6:22:15 PM	all	19.57	0	13.32	0.4	2.8	63.91
10-0-1-155	10/18/2021 6:22:17 PM	all	19.89	0	13.97	0.4	1.98	63.77
10-0-0-66	10/18/2021 6:22:19 PM	all	8.46	0	6.62	0.49	1.47	82.97
10-0-1-108	10/18/2021 6:22:20 PM	all	19.81	0	13.03	0.4	2.79	63.96
10-0-1-155	10/18/2021 6:22:22 PM	all	20.87	0	14.8	0.26	1.98	62.09
10-0-0-66	10/18/2021 6:22:24 PM	all	8.15	0	7.66	0.36	1.34	82.48
10-0-1-108	10/18/2021 6:22:25 PM	all	17.86	0	12.57	0.4	2.91	66.27
10-0-1-155	10/18/2021 6:22:27 PM	all	21.18	0	14.34	0.39	1.97	62.11
10-0-0-66	10/18/2021 6:22:29 PM	all	7.87	0	7.38	0.49	1.6	82.66
10-0-1-108	10/18/2021 6:22:30 PM	all	19.18	0	13.23	0.26	2.78	64.55
10-0-1-155	10/18/2021 6:22:32 PM	all	19.79	0	15.04	0.4	2.11	62.66
10-0-0-66	10/18/2021 6:22:34 PM	all	8.52	0	7.53	0.49	1.6	81.85
10-0-1-108	10/18/2021 6:22:35 PM	all	19.82	0	13.34	0.4	2.91	63.54
10-0-1-155	10/18/2021 6:22:37 PM	all	21.09	0	14.59	0.27	1.86	62.2
