IP	Date	CPU	%user	%nice	%system	%iowait	%steal	%idle
10-0-1-155	10/18/2021 8:38:28 PM	all	93.89	0	5.01	0	0	1.1
10-0-0-66	10/18/2021 8:38:30 PM	all	72.58	0	3.12	0.91	0	23.39
10-0-1-108	10/18/2021 8:38:30 PM	all	91.23	0	4.49	0.1	0	4.19
10-0-1-155	10/18/2021 8:38:33 PM	all	93.99	0	5.81	0	0	0.2
10-0-0-66	10/18/2021 8:38:35 PM	all	73.81	0	3.54	1.11	0	21.54
10-0-1-108	10/18/2021 8:38:35 PM	all	91.46	0	4.22	0	0	4.32
10-0-1-155	10/18/2021 8:38:38 PM	all	94.19	0	5.41	0	0	0.4
10-0-0-66	10/18/2021 8:38:40 PM	all	61.07	0	3.62	1.31	0	34
10-0-1-108	10/18/2021 8:38:40 PM	all	91.39	0	4.5	0.1	0	4
10-0-1-155	10/18/2021 8:38:43 PM	all	93.61	0	5.69	0	0	0.7
10-0-0-66	10/18/2021 8:38:45 PM	all	71.64	0	3.43	1.11	0	23.81
10-0-1-108	10/18/2021 8:38:45 PM	all	91.08	0	4.21	0.1	0.1	4.51
10-0-1-155	10/18/2021 8:38:48 PM	all	94.9	0	5.1	0	0	0
10-0-0-66	10/18/2021 8:38:50 PM	all	70.74	0	3.71	0.9	0	24.65
10-0-1-108	10/18/2021 8:38:50 PM	all	89.26	0	4.12	0.1	0	6.53
10-0-1-155	10/18/2021 8:38:53 PM	all	94.31	0	5.19	0.1	0	0.4
10-0-0-66	10/18/2021 8:38:55 PM	all	64.2	0	3.45	1.32	0	31.03
10-0-1-108	10/18/2021 8:38:55 PM	all	90.56	0	4.12	0.1	0	5.22
10-0-1-155	10/18/2021 8:38:58 PM	all	93.49	0	5.51	0	0	1
10-0-0-66	10/18/2021 8:39:00 PM	all	70.64	0	3.83	0.91	0	24.62
10-0-1-108	10/18/2021 8:39:00 PM	all	92.28	0	4.11	0.1	0	3.51
10-0-1-155	10/18/2021 8:39:03 PM	all	94.69	0	5.31	0	0	0
10-0-0-66	10/18/2021 8:39:05 PM	all	68.48	0	3.02	1.11	0.1	27.29
10-0-1-108	10/18/2021 8:39:05 PM	all	88.02	0	4.23	0.1	0	7.65
10-0-1-155	10/18/2021 8:39:08 PM	all	94.09	0	5.51	0	0	0.4
10-0-0-66	10/18/2021 8:39:10 PM	all	65.93	0	3.44	1.11	0	29.52
10-0-1-108	10/18/2021 8:39:10 PM	all	91.88	0	4.41	0.1	0	3.61
10-0-1-155	10/18/2021 8:39:13 PM	all	90.05	0	5.03	0	0	4.92
10-0-0-66	10/18/2021 8:39:15 PM	all	70.15	0	3.22	1.11	0	25.53
10-0-1-108	10/18/2021 8:39:15 PM	all	77.26	0	4.23	0.1	0	18.41
10-0-1-155	10/18/2021 8:39:18 PM	all	86.49	0	5.21	0.1	0	8.21
10-0-0-66	10/18/2021 8:39:20 PM	all	59.98	0	3.34	1.22	0	35.46
10-0-1-108	10/18/2021 8:39:20 PM	all	88.76	0	4.12	0.2	0	6.93
10-0-1-155	10/18/2021 8:39:23 PM	all	93.18	0	5.92	0	0	0.9
10-0-0-66	10/18/2021 8:39:25 PM	all	73.39	0	3.61	0.9	0	22.09
10-0-1-108	10/18/2021 8:39:25 PM	all	91.78	0	4.41	0.1	0	3.71
10-0-1-155	10/18/2021 8:39:28 PM	all	94	0	5.6	0	0	0.4
10-0-0-66	10/18/2021 8:39:30 PM	all	61.35	0	3.73	1.51	0	33.4
10-0-1-108	10/18/2021 8:39:30 PM	all	89.67	0	4.61	0.2	0	5.52
10-0-1-155	10/18/2021 8:39:33 PM	all	93.47	0	5.72	0	0	0.8
10-0-0-66	10/18/2021 8:39:35 PM	all	72.22	0	3.33	1.01	0	23.43
10-0-1-108	10/18/2021 8:39:35 PM	all	94.39	0	4.51	0	0	1.1
10-0-1-155	10/18/2021 8:39:38 PM	all	93.91	0	5.79	0.1	0	0.2
10-0-0-66	10/18/2021 8:39:40 PM	all	72.55	0	3.13	0.91	0	23.41
10-0-1-108	10/18/2021 8:39:40 PM	all	92.38	0	4.71	0.2	0	2.71
10-0-1-155	10/18/2021 8:39:43 PM	all	94.4	0	5.3	0	0	0.3
10-0-0-66	10/18/2021 8:39:45 PM	all	61.39	0	3.63	1.41	0	33.57
10-0-1-108	10/18/2021 8:39:45 PM	all	89.54	0	4.02	0.1	0	6.34
10-0-1-155	10/18/2021 8:39:48 PM	all	93.51	0	5.69	0	0	0.8
10-0-0-66	10/18/2021 8:39:50 PM	all	71.44	0	3.63	1.11	0.1	23.71
10-0-1-108	10/18/2021 8:39:50 PM	all	92.59	0	4.21	0.1	0	3.11
10-0-1-155	10/18/2021 8:39:53 PM	all	93.89	0	5.51	0	0	0.6
10-0-0-66	10/18/2021 8:39:55 PM	all	72.35	0	3.43	1.01	0	23.21
10-0-1-108	10/18/2021 8:39:55 PM	all	92.09	0	4.1	0.1	0	3.7
10-0-1-155	10/18/2021 8:39:58 PM	all	94.8	0	5.2	0	0	0
10-0-0-66	10/18/2021 8:40:00 PM	all	69.08	0	3.83	1.21	0	25.88
10-0-1-108	10/18/2021 8:40:00 PM	all	90.56	0	4.62	0.1	0	4.72
10-0-1-155	10/18/2021 8:40:03 PM	all	93.1	0	6.3	0	0	0.6
10-0-0-66	10/18/2021 8:40:05 PM	all	64.85	0	3.84	1.41	0	29.9
10-0-1-108	10/18/2021 8:40:05 PM	all	92.22	0	4.59	0.2	0	2.99
10-0-1-155	10/18/2021 8:40:08 PM	all	90.55	0	5.03	0.1	0	4.32
10-0-0-66	10/18/2021 8:40:10 PM	all	71.7	0	3.32	0.91	0	24.07
10-0-1-108	10/18/2021 8:40:10 PM	all	83.99	0	4.23	0.1	0	11.68
10-0-1-155	10/18/2021 8:40:13 PM	all	94.2	0	5.7	0	0	0.1
10-0-0-66	10/18/2021 8:40:15 PM	all	56.68	0	3.04	1.01	0	39.27
10-0-1-108	10/18/2021 8:40:15 PM	all	73.84	0	4.12	0.1	0	21.93
10-0-1-155	10/18/2021 8:40:18 PM	all	78	0	5.35	0.1	0.1	16.45
10-0-0-66	10/18/2021 8:40:20 PM	all	68.34	0	3.52	1.11	0	27.04
10-0-1-108	10/18/2021 8:40:20 PM	all	88.38	0	4.71	0.1	0	6.81
10-0-1-155	10/18/2021 8:40:23 PM	all	94.2	0	5.4	0	0	0.4
10-0-0-66	10/18/2021 8:40:25 PM	all	65.02	0	3.64	1.11	0.1	30.13
10-0-1-108	10/18/2021 8:40:25 PM	all	93.89	0	4.6	0.1	0	1.4
10-0-1-155	10/18/2021 8:40:28 PM	all	93.5	0	5.5	0	0	1
10-0-0-66	10/18/2021 8:40:30 PM	all	71.9	0	3.63	1.01	0	23.46
10-0-1-108	10/18/2021 8:40:30 PM	all	91.57	0	3.81	0.1	0	4.51
10-0-1-155	10/18/2021 8:40:33 PM	all	94.6	0	5.4	0	0	0
10-0-0-66	10/18/2021 8:40:35 PM	all	70.26	0	3.93	1.11	0	24.7
10-0-1-108	10/18/2021 8:40:35 PM	all	91.08	0	4.61	0.1	0	4.21
10-0-1-155	10/18/2021 8:40:38 PM	all	93.4	0	6	0.1	0	0.5
10-0-0-66	10/18/2021 8:40:40 PM	all	62.6	0	3.73	1.21	0	32.46
10-0-1-108	10/18/2021 8:40:40 PM	all	91.16	0	4.42	0.2	0	4.22
10-0-1-155	10/18/2021 8:40:43 PM	all	94.5	0	5.1	0	0	0.4
10-0-0-66	10/18/2021 8:40:45 PM	all	72.86	0	3.33	1.01	0	22.81
10-0-1-108	10/18/2021 8:40:45 PM	all	91.19	0	4.3	0.2	0	4.3
10-0-1-155	10/18/2021 8:40:48 PM	all	93.99	0	5.51	0	0	0.5
10-0-0-66	10/18/2021 8:40:50 PM	all	72.64	0	3.82	0.91	0	22.64
10-0-1-108	10/18/2021 8:40:50 PM	all	90.56	0	4.22	0.1	0	5.12
10-0-1-155	10/18/2021 8:40:53 PM	all	94.11	0	5.79	0	0	0.1
10-0-0-66	10/18/2021 8:40:55 PM	all	61.21	0	4.04	1.31	0	33.43
10-0-1-108	10/18/2021 8:40:55 PM	all	89.69	0	4.3	0.2	0	5.81
10-0-1-155	10/18/2021 8:40:58 PM	all	93.37	0	5.62	0	0	1
10-0-0-66	10/18/2021 8:41:00 PM	all	72.66	0	3.32	0.9	0	23.12
10-0-1-108	10/18/2021 8:41:00 PM	all	92.79	0	4.11	0	0	3.11
10-0-1-155	10/18/2021 8:41:03 PM	all	94.52	0	5.38	0	0	0.1
10-0-0-66	10/18/2021 8:41:05 PM	all	68.65	0	3.53	1.11	0	26.71
10-0-1-108	10/18/2021 8:41:05 PM	all	90.06	0	4.22	0.1	0	5.62
10-0-1-155	10/18/2021 8:41:08 PM	all	94.29	0	5.31	0	0	0.4
10-0-0-66	10/18/2021 8:41:10 PM	all	65.42	0	3.63	1.31	0.1	29.54
10-0-1-108	10/18/2021 8:41:10 PM	all	91.28	0	4.41	0.1	0	4.21
10-0-1-155	10/18/2021 8:41:13 PM	all	94.39	0	5.21	0	0	0.4
10-0-0-66	10/18/2021 8:41:15 PM	all	72.13	0	3.92	1.01	0	22.94
10-0-1-108	10/18/2021 8:41:15 PM	all	94.29	0	4.1	0.1	0	1.5
10-0-1-155	10/18/2021 8:41:18 PM	all	94.41	0	5.59	0	0	0
10-0-0-66	10/18/2021 8:41:20 PM	all	68.71	0	3.32	1.21	0	26.76
10-0-1-108	10/18/2021 8:41:20 PM	all	88.37	0	4.41	0.2	0	7.02
10-0-1-155	10/18/2021 8:41:23 PM	all	94.59	0	5.11	0	0	0.3
10-0-0-66	10/18/2021 8:41:25 PM	all	64.98	0	3.44	1.11	0	30.47
10-0-1-108	10/18/2021 8:41:25 PM	all	91.78	0	4.11	0.1	0	4.01
10-0-1-155	10/18/2021 8:41:28 PM	all	94.11	0	5.79	0	0	0.1
10-0-0-66	10/18/2021 8:41:30 PM	all	71.67	0	3.02	1.11	0	24.19
10-0-1-108	10/18/2021 8:41:30 PM	all	91.49	0	4.2	0	0	4.3
10-0-1-155	10/18/2021 8:41:33 PM	all	94.41	0	5.49	0	0	0.1
10-0-0-66	10/18/2021 8:41:35 PM	all	70.52	0	3.42	1.01	0	25.05
10-0-1-108	10/18/2021 8:41:35 PM	all	90.47	0	4.31	0.2	0	5.02
10-0-1-155	10/18/2021 8:41:38 PM	all	93.08	0	5.62	0.1	0	1.2
10-0-0-66	10/18/2021 8:41:40 PM	all	63.9	0	3.84	1.42	0	30.84
10-0-1-108	10/18/2021 8:41:40 PM	all	91	0	4.6	0.1	0	4.3
10-0-1-155	10/18/2021 8:41:43 PM	all	93.51	0	6.19	0	0	0.3
10-0-0-66	10/18/2021 8:41:45 PM	all	73.37	0	3.72	1.11	0	21.81
10-0-1-108	10/18/2021 8:41:45 PM	all	92.88	0	4.61	0	0	2.51
10-0-1-155	10/18/2021 8:41:48 PM	all	94.51	0	5.49	0	0	0
10-0-0-66	10/18/2021 8:41:50 PM	all	64.72	0	3.33	1.11	0.1	30.75
10-0-1-108	10/18/2021 8:41:50 PM	all	89.18	0	4.81	0.2	0	5.81
10-0-1-155	10/18/2021 8:41:53 PM	all	93.99	0	5.51	0	0	0.5
10-0-0-66	10/18/2021 8:41:55 PM	all	67.98	0	3.42	1.11	0	27.49
10-0-1-108	10/18/2021 8:41:55 PM	all	93.09	0	4.21	0.1	0	2.61
10-0-1-155	10/18/2021 8:41:58 PM	all	93.49	0	5.81	0	0	0.7
10-0-0-66	10/18/2021 8:42:00 PM	all	72.63	0	3.33	1.11	0	22.93
10-0-1-108	10/18/2021 8:42:00 PM	all	93.59	0	4.7	0	0	1.7
10-0-1-155	10/18/2021 8:42:03 PM	all	94	0	6	0	0	0
10-0-0-66	10/18/2021 8:42:05 PM	all	64.11	0	3.33	1.11	0	31.45
10-0-1-108	10/18/2021 8:42:05 PM	all	88.25	0	5.42	0.1	0	6.22
10-0-1-155	10/18/2021 8:42:08 PM	all	93.59	0	5.51	0.1	0	0.8
10-0-0-66	10/18/2021 8:42:10 PM	all	68.92	0	3.03	1.01	0	27.04
10-0-1-108	10/18/2021 8:42:10 PM	all	89.97	0	4.61	0.1	0	5.32
10-0-1-155	10/18/2021 8:42:13 PM	all	94.3	0	5.4	0	0	0.3
10-0-0-66	10/18/2021 8:42:15 PM	all	72.81	0	3.42	1.21	0	22.56
10-0-1-108	10/18/2021 8:42:15 PM	all	91.17	0	4.71	0.1	0	4.01
10-0-1-155	10/18/2021 8:42:18 PM	all	93.91	0	5.69	0.1	0	0.3
10-0-0-66	10/18/2021 8:42:20 PM	all	65.26	0	3.73	1.11	0	29.91
10-0-1-108	10/18/2021 8:42:20 PM	all	87.58	0	5.41	0.2	0	6.81
10-0-1-155	10/18/2021 8:42:23 PM	all	94.1	0	5.6	0	0	0.3
10-0-0-66	10/18/2021 8:42:25 PM	all	67.84	0	3.43	0.91	0	27.82
10-0-1-108	10/18/2021 8:42:25 PM	all	92.17	0	5.12	0.1	0	2.61
10-0-1-155	10/18/2021 8:42:28 PM	all	94.21	0	5.79	0	0	0
10-0-0-66	10/18/2021 8:42:30 PM	all	73.06	0	3.13	0.81	0	23.01
10-0-1-108	10/18/2021 8:42:30 PM	all	92.79	0	4.31	0.1	0	2.81
10-0-1-155	10/18/2021 8:42:33 PM	all	94.31	0	5.69	0	0	0
10-0-0-66	10/18/2021 8:42:35 PM	all	61.01	0	3.72	1.31	0.1	33.87
10-0-1-108	10/18/2021 8:42:35 PM	all	87.32	0	4.83	0.2	0	7.65
10-0-1-155	10/18/2021 8:42:38 PM	all	94.11	0	5.69	0	0	0.2
10-0-0-66	10/18/2021 8:42:40 PM	all	71.27	0	3.33	0.71	0	24.7
10-0-1-108	10/18/2021 8:42:40 PM	all	93.89	0	4.61	0	0	1.5
10-0-1-155	10/18/2021 8:42:43 PM	all	94.61	0	5.39	0	0	0
10-0-0-66	10/18/2021 8:42:45 PM	all	18.81	0	2.82	1.04	0.31	77.01
10-0-1-108	10/18/2021 8:42:45 PM	all	89.26	0	5.02	0.1	0	5.62
10-0-1-155	10/18/2021 8:42:48 PM	all	94.49	0	5.41	0	0	0.1
10-0-0-66	10/18/2021 8:42:50 PM	all	10.54	0	2.42	1.16	0.53	85.35
10-0-1-108	10/18/2021 8:42:50 PM	all	90.7	0	5.3	0.1	0	3.9
10-0-1-155	10/18/2021 8:42:53 PM	all	94.21	0	5.49	0	0	0.3
10-0-0-66	10/18/2021 8:42:55 PM	all	17.03	0	2.52	0.95	0.32	79.18
10-0-1-108	10/18/2021 8:42:55 PM	all	91.18	0	4.81	0.1	0	3.91
10-0-1-155	10/18/2021 8:42:58 PM	all	94.4	0	5.4	0.1	0	0.1
10-0-0-66	10/18/2021 8:43:00 PM	all	41.45	0	2.97	1.02	0.2	54.35
10-0-1-108	10/18/2021 8:43:00 PM	all	91.9	0	4.7	0.1	0	3.3
10-0-1-155	10/18/2021 8:43:03 PM	all	94.61	0	5.29	0	0	0.1
10-0-0-66	10/18/2021 8:43:05 PM	all	64.92	0	3.83	0.91	0	30.34
10-0-1-108	10/18/2021 8:43:05 PM	all	89.79	0	5.01	0.2	0	5.01
10-0-1-155	10/18/2021 8:43:08 PM	all	94.19	0	5.51	0	0	0.3
10-0-0-66	10/18/2021 8:43:10 PM	all	61.35	0	3.63	1.11	0	33.91
10-0-1-108	10/18/2021 8:43:10 PM	all	92.48	0	4.41	0	0	3.11
10-0-1-155	10/18/2021 8:43:13 PM	all	94.31	0	5.59	0	0	0.1
10-0-0-66	10/18/2021 8:43:15 PM	all	67.77	0	3.22	1.01	0	28
10-0-1-108	10/18/2021 8:43:15 PM	all	90.8	0	4.8	0.3	0	4.1
10-0-1-155	10/18/2021 8:43:18 PM	all	94.69	0	5.31	0	0	0
10-0-0-66	10/18/2021 8:43:20 PM	all	63.33	0	3.64	1.01	0	32.02
10-0-1-108	10/18/2021 8:43:20 PM	all	90.16	0	4.62	0.2	0	5.02
10-0-1-155	10/18/2021 8:43:23 PM	all	93.99	0	5.41	0	0	0.6
10-0-0-66	10/18/2021 8:43:25 PM	all	32.47	0	2.79	0.83	0.31	63.6
10-0-1-108	10/18/2021 8:43:25 PM	all	92.69	0	4.21	0.1	0	3.01
10-0-1-155	10/18/2021 8:43:28 PM	all	94.2	0	5.5	0	0.1	0.2
10-0-0-66	10/18/2021 8:43:30 PM	all	41.18	0	3.1	1.14	0.1	54.49
10-0-1-108	10/18/2021 8:43:30 PM	all	91.28	0	4.31	0.2	0	4.21
10-0-1-155	10/18/2021 8:43:33 PM	all	94.6	0	5.4	0	0	0
10-0-0-66	10/18/2021 8:43:35 PM	all	62.61	0	3.92	1.01	0	32.46
10-0-1-108	10/18/2021 8:43:35 PM	all	91.26	0	4.32	0.1	0	4.32
10-0-1-155	10/18/2021 8:43:38 PM	all	93.91	0	5.89	0	0	0.2
10-0-0-66	10/18/2021 8:43:40 PM	all	65.19	0	3.23	0.81	0	30.78
10-0-1-108	10/18/2021 8:43:40 PM	all	93.1	0	4.6	0.1	0	2.2
10-0-1-155	10/18/2021 8:43:43 PM	all	94.02	0	5.98	0	0	0
10-0-0-66	10/18/2021 8:43:45 PM	all	49.85	0	3.56	1.12	0.1	45.37
10-0-1-108	10/18/2021 8:43:45 PM	all	91.37	0	4.61	0	0	4.01
10-0-1-155	10/18/2021 8:43:48 PM	all	94.51	0	5.19	0	0	0.3
10-0-0-66	10/18/2021 8:43:50 PM	all	8.83	0	2.42	1.16	0.42	87.17
10-0-1-108	10/18/2021 8:43:50 PM	all	90.4	0	4.4	0.2	0	5
10-0-1-155	10/18/2021 8:43:53 PM	all	94.2	0	5.3	0	0	0.5
10-0-0-66	10/18/2021 8:43:55 PM	all	60.97	0	3.52	1.01	0.1	34.41
10-0-1-108	10/18/2021 8:43:55 PM	all	92.27	0	4.02	0.1	0	3.61
10-0-1-155	10/18/2021 8:43:58 PM	all	94.51	0	5.49	0	0	0
10-0-0-66	10/18/2021 8:44:00 PM	all	52.19	0	3.36	1.12	0.1	43.22
10-0-1-108	10/18/2021 8:44:00 PM	all	90.48	0	4.31	0.1	0	5.11
10-0-1-155	10/18/2021 8:44:03 PM	all	94.31	0	5.69	0	0	0
10-0-0-66	10/18/2021 8:44:05 PM	all	8.11	0	2.32	0.95	0.42	88.21
10-0-1-108	10/18/2021 8:44:05 PM	all	90.83	0	4.13	0.1	0	4.94
10-0-1-155	10/18/2021 8:44:08 PM	all	93.7	0	5.3	0.1	0	0.9
10-0-0-66	10/18/2021 8:44:10 PM	all	19.62	0	2.61	0.94	0.31	76.51
10-0-1-108	10/18/2021 8:44:10 PM	all	92.6	0	4.6	0.2	0	2.6
10-0-1-155	10/18/2021 8:44:13 PM	all	93.39	0	6.11	0	0	0.5
10-0-0-66	10/18/2021 8:44:15 PM	all	20.42	0	3.12	1.04	0.31	75.1
10-0-1-108	10/18/2021 8:44:15 PM	all	93.28	0	3.91	0.1	0	2.71
10-0-1-155	10/18/2021 8:44:18 PM	all	94.01	0	5.89	0	0	0.1
10-0-0-66	10/18/2021 8:44:20 PM	all	8.73	0	2.31	1.05	0.53	87.38
10-0-1-108	10/18/2021 8:44:20 PM	all	89.13	0	4.43	0.1	0	6.34
10-0-1-155	10/18/2021 8:44:23 PM	all	94.09	0	5.11	0	0	0.8
10-0-0-66	10/18/2021 8:44:25 PM	all	19.19	0	2.61	0.94	0.31	76.96
10-0-1-108	10/18/2021 8:44:25 PM	all	92.07	0	3.92	0	0	4.02
10-0-1-155	10/18/2021 8:44:28 PM	all	94.41	0	5.49	0	0	0.1
10-0-0-66	10/18/2021 8:44:30 PM	all	20.27	0	2.6	0.94	0.31	75.88
10-0-1-108	10/18/2021 8:44:30 PM	all	92.39	0	4	0.1	0	3.5
10-0-1-155	10/18/2021 8:44:33 PM	all	94.69	0	5.11	0	0	0.2
10-0-0-66	10/18/2021 8:44:35 PM	all	14.12	0	2.2	1.05	0.42	82.22
10-0-1-108	10/18/2021 8:44:35 PM	all	89.87	0	4.31	0.1	0	5.72
10-0-1-155	10/18/2021 8:44:38 PM	all	92.88	0	5.62	0	0	1.5
10-0-0-66	10/18/2021 8:44:40 PM	all	15.46	0	2.42	0.95	0.32	80.86
10-0-1-108	10/18/2021 8:44:40 PM	all	93.49	0	4.11	0.1	0	2.3
10-0-1-155	10/18/2021 8:44:43 PM	all	93.79	0	5.11	0	0	1.1
10-0-0-66	10/18/2021 8:44:45 PM	all	21.02	0	2.81	1.04	0.31	74.82
10-0-1-108	10/18/2021 8:44:45 PM	all	93.6	0	4.2	0.1	0	2.1
10-0-1-155	10/18/2021 8:44:48 PM	all	94.5	0	5	0	0	0.5
10-0-0-66	10/18/2021 8:44:50 PM	all	8.87	0	2.53	1.16	0.42	87.01
10-0-1-108	10/18/2021 8:44:50 PM	all	90.77	0	4.21	0.2	0	4.81
10-0-1-155	10/18/2021 8:44:53 PM	all	94.3	0	5.2	0	0	0.5
10-0-0-66	10/18/2021 8:44:55 PM	all	19.81	0	2.59	1.14	0.41	76.04
10-0-1-108	10/18/2021 8:44:55 PM	all	93.09	0	4	0.1	0	2.8
10-0-1-155	10/18/2021 8:44:58 PM	all	93.6	0	5.5	0.1	0	0.8
10-0-0-66	10/18/2021 8:45:00 PM	all	19.96	0	2.61	1.04	0.31	76.07
10-0-1-108	10/18/2021 8:45:00 PM	all	89.86	0	4.12	0.1	0	5.92
10-0-1-155	10/18/2021 8:45:03 PM	all	94.2	0	5.2	0	0	0.6
10-0-0-66	10/18/2021 8:45:05 PM	all	6.84	0	2.11	0.95	0.53	89.58
10-0-1-108	10/18/2021 8:45:05 PM	all	88.79	0	4	0.2	0	7.01
10-0-1-155	10/18/2021 8:45:08 PM	all	88.52	0	5.34	0.1	0	6.04
10-0-0-66	10/18/2021 8:45:10 PM	all	17.84	0	1.97	0.93	0.41	78.84
10-0-1-108	10/18/2021 8:45:10 PM	all	78.67	0	4.33	0.3	0.1	16.6
10-0-1-155	10/18/2021 8:45:13 PM	all	92.59	0	5.11	0.1	0	2.2
10-0-0-66	10/18/2021 8:45:15 PM	all	8.09	0	2.42	1.05	0.42	88.03
10-0-1-108	10/18/2021 8:45:15 PM	all	90.55	0	4.02	0.1	0	5.33
10-0-1-155	10/18/2021 8:45:18 PM	all	92.48	0	5.41	0	0	2.1
10-0-0-66	10/18/2021 8:45:20 PM	all	20.31	0	2.71	0.94	0.42	75.62
10-0-1-108	10/18/2021 8:45:20 PM	all	92.81	0	3.7	0.1	0	3.4
10-0-1-155	10/18/2021 8:45:23 PM	all	93.89	0	5.41	0	0	0.7
10-0-0-66	10/18/2021 8:45:25 PM	all	14.45	0	3.04	1.05	0.52	80.94
10-0-1-108	10/18/2021 8:45:25 PM	all	89.74	0	4.53	0.2	0	5.53
10-0-1-155	10/18/2021 8:45:28 PM	all	94.3	0	5.1	0	0	0.6
10-0-0-66	10/18/2021 8:45:30 PM	all	12.64	0	2.07	0.93	0.41	83.94
10-0-1-108	10/18/2021 8:45:30 PM	all	90.66	0	3.71	0.1	0	5.52
10-0-1-155	10/18/2021 8:45:33 PM	all	93.38	0	5.12	0.1	0	1.4
10-0-0-66	10/18/2021 8:45:35 PM	all	19.44	0	2.7	0.94	0.52	76.4
10-0-1-108	10/18/2021 8:45:35 PM	all	87.42	0	4.33	0.3	0	7.95
10-0-1-155	10/18/2021 8:45:38 PM	all	93.39	0	5.41	0	0	1.2
10-0-0-66	10/18/2021 8:45:40 PM	all	8.12	0	2.53	0.95	0.42	87.97
10-0-1-108	10/18/2021 8:45:40 PM	all	90.15	0	4.72	0.1	0	5.03
10-0-1-155	10/18/2021 8:45:43 PM	all	93.99	0	5.31	0	0	0.7
10-0-0-66	10/18/2021 8:45:45 PM	all	39.77	0	3.08	1.03	0.1	56.01
10-0-1-108	10/18/2021 8:45:45 PM	all	92.77	0	3.92	0.1	0	3.21
10-0-1-155	10/18/2021 8:45:48 PM	all	94.6	0	5.3	0	0	0.1
10-0-0-66	10/18/2021 8:45:50 PM	all	60.46	0	3.52	1.21	0.1	34.71
10-0-1-108	10/18/2021 8:45:50 PM	all	85.23	0	3.92	0.1	0	10.75
10-0-1-155	10/18/2021 8:45:53 PM	all	91.58	0	5.51	0.1	0	2.81
10-0-0-66	10/18/2021 8:45:55 PM	all	71.96	0	3.72	0.8	0	23.52
10-0-1-108	10/18/2021 8:45:55 PM	all	91.58	0	4.41	0.1	0	3.91
10-0-1-155	10/18/2021 8:45:58 PM	all	93.69	0	5.61	0	0	0.7
10-0-0-66	10/18/2021 8:46:00 PM	all	64.21	0	3.43	1.11	0	31.25
10-0-1-108	10/18/2021 8:46:00 PM	all	85.4	0	4.03	0.3	0	10.27
10-0-1-155	10/18/2021 8:46:03 PM	all	93.49	0	5.01	0	0	1.5
10-0-0-66	10/18/2021 8:46:05 PM	all	66.3	0	3.23	0.91	0	29.57
10-0-1-108	10/18/2021 8:46:05 PM	all	92.28	0	4.31	0.1	0	3.31
10-0-1-155	10/18/2021 8:46:08 PM	all	92.51	0	5.29	0.2	0	2
10-0-0-66	10/18/2021 8:46:10 PM	all	71.4	0	3.42	1.01	0	24.17
10-0-1-108	10/18/2021 8:46:10 PM	all	88.98	0	4.31	0.4	0	6.31
10-0-1-155	10/18/2021 8:46:13 PM	all	94.79	0	4.6	0	0	0.6
10-0-0-66	10/18/2021 8:46:15 PM	all	59.98	0	3.65	1.11	0	35.26
10-0-1-108	10/18/2021 8:46:15 PM	all	85.93	0	4.42	0.2	0	9.45
10-0-1-155	10/18/2021 8:46:18 PM	all	92.16	0	5.43	0	0	2.41
10-0-0-66	10/18/2021 8:46:20 PM	all	65.21	0	3.45	0.71	0.1	30.53
10-0-1-108	10/18/2021 8:46:20 PM	all	91.68	0	4.11	0.1	0	4.11
10-0-1-155	10/18/2021 8:46:23 PM	all	94.51	0	5.49	0	0	0
10-0-0-66	10/18/2021 8:46:25 PM	all	7.17	0	2	0.95	0.42	89.46
10-0-1-108	10/18/2021 8:46:25 PM	all	86.73	0	4.22	0.2	0	8.84
10-0-1-155	10/18/2021 8:46:28 PM	all	89.83	0	5.34	0.2	0	4.63
10-0-0-66	10/18/2021 8:46:30 PM	all	17.55	0	2.28	0.93	0.31	78.92
10-0-1-108	10/18/2021 8:46:30 PM	all	86.73	0	3.92	0.2	0	9.15
10-0-1-155	10/18/2021 8:46:33 PM	all	93.89	0	4.9	0	0	1.2
10-0-0-66	10/18/2021 8:46:35 PM	all	5.89	0	2.1	0.95	0.53	90.54
10-0-1-108	10/18/2021 8:46:35 PM	all	77.59	0	4.06	0.41	0	17.95
10-0-1-155	10/18/2021 8:46:38 PM	all	91.36	0	5.13	0.1	0	3.42
10-0-0-66	10/18/2021 8:46:40 PM	all	39.79	0	2.67	1.03	0.1	56.41
10-0-1-108	10/18/2021 8:46:40 PM	all	91.68	0	3.61	0.1	0	4.61
10-0-1-155	10/18/2021 8:46:43 PM	all	94.8	0	5.2	0	0	0
10-0-0-66	10/18/2021 8:46:45 PM	all	58.85	0	3.44	1.01	0	36.7
10-0-1-108	10/18/2021 8:46:45 PM	all	81.72	0	4.04	0.3	0	13.94
10-0-1-155	10/18/2021 8:46:48 PM	all	89.66	0	5.22	0.1	0	5.02
10-0-0-66	10/18/2021 8:46:50 PM	all	66.3	0	3.32	0.8	0.1	29.48
10-0-1-108	10/18/2021 8:46:50 PM	all	89.86	0	4.22	0.1	0	5.82
10-0-1-155	10/18/2021 8:46:53 PM	all	91.78	0	5.51	0.3	0	2.4
10-0-0-66	10/18/2021 8:46:55 PM	all	6.11	0	2.11	1.05	0.42	90.31
10-0-1-108	10/18/2021 8:46:55 PM	all	83.59	0	3.93	0.4	0	12.08
10-0-1-155	10/18/2021 8:46:58 PM	all	91.46	0	5.03	0.1	0	3.42
