Linux 3.10.0-1062.12.1.el7.x86_64 (ip-10-0-0-66.ap-south-1.compute.internal) 	10/18/2021 	_x86_64_	(2 CPU)

04:40:47 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:00:07 PM     all      9.08      0.00      9.45      0.49      1.84     79.14
05:00:12 PM     all      9.34      0.00      9.84      0.50      1.74     78.58
05:00:17 PM     all      9.67      0.00      8.55      0.50      1.86     79.43
05:00:22 PM     all      9.85      0.00      8.98      0.50      1.75     78.93
05:00:27 PM     all      9.29      0.00      9.67      0.37      1.86     78.81
05:00:32 PM     all      9.22      0.00      9.46      0.50      1.74     79.08
05:00:37 PM     all      9.55      0.00      8.81      0.61      1.71     79.31
05:00:42 PM     all      9.45      0.00      9.08      0.37      1.84     79.26
05:00:47 PM     all      9.11      0.00      8.87      0.49      1.72     79.80
05:00:52 PM     all      3.39      0.00      3.61      0.11      1.20     91.69
05:00:57 PM     all      0.71      0.00      1.02      0.00      0.51     97.76
05:01:02 PM     all      1.02      0.00      1.43      0.00      0.51     97.03
05:01:07 PM     all      0.92      0.00      0.71      0.00      0.92     97.46
05:01:12 PM     all      0.92      0.00      1.02      0.00      0.61     97.44
05:01:17 PM     all      0.71      0.00      0.92      0.00      0.61     97.76
05:01:22 PM     all      0.92      0.00      0.92      0.00      0.61     97.55
05:01:27 PM     all      0.61      0.00      1.02      0.00      0.72     97.65
05:01:32 PM     all      0.82      0.00      0.72      0.00      0.61     97.85
05:01:37 PM     all      0.51      0.00      1.02      0.00      0.51     97.96
05:01:42 PM     all      1.02      0.00      1.02      0.00      0.61     97.35
05:01:47 PM     all      0.71      0.00      0.92      0.00      0.51     97.86
05:01:52 PM     all      0.61      0.00      1.02      0.00      0.61     97.75
05:01:57 PM     all      0.71      0.00      1.02      0.00      0.61     97.66
05:02:02 PM     all      0.82      0.00      0.82      0.00      0.51     97.86
05:02:07 PM     all      0.61      0.00      0.92      0.00      0.61     97.86
05:02:12 PM     all      1.12      0.00      1.02      0.00      0.61     97.24
05:02:17 PM     all      0.61      0.00      0.82      0.00      0.51     98.06
05:02:22 PM     all      0.92      0.00      0.92      0.00      0.51     97.65
05:02:27 PM     all      0.82      0.00      0.82      0.00      0.61     97.76
05:02:32 PM     all      0.82      0.00      0.92      0.00      0.61     97.65
05:02:37 PM     all      0.71      0.00      0.82      0.00      0.61     97.86
05:02:42 PM     all      0.72      0.00      0.72      0.00      0.62     97.95
05:02:47 PM     all      0.61      0.00      0.82      0.00      0.51     98.06
05:02:52 PM     all      0.92      0.00      1.02      0.00      0.71     97.35
05:02:57 PM     all      0.81      0.00      0.81      0.00      0.61     97.76
05:03:02 PM     all      0.72      0.00      0.82      0.00      0.61     97.85
05:03:07 PM     all      0.71      0.00      1.02      0.00      0.61     97.66
05:03:12 PM     all      0.92      0.00      0.92      0.00      0.51     97.65
05:03:17 PM     all      0.71      0.00      0.71      0.00      0.61     97.96
05:03:22 PM     all      0.72      0.00      0.72      0.00      0.72     97.85
05:03:27 PM     all      1.02      0.00      1.12      0.00      0.61     97.24
05:03:32 PM     all      0.82      0.00      0.72      0.00      0.61     97.85
05:03:37 PM     all      0.71      0.00      0.82      0.00      0.51     97.96
05:03:42 PM     all      0.82      0.00      1.22      0.31      0.61     97.04
05:03:47 PM     all      0.61      0.00      0.72      0.00      0.51     98.16
05:03:52 PM     all      0.61      0.00      0.92      0.00      0.72     97.75
05:03:57 PM     all      0.71      0.00      0.82      0.00      0.51     97.96
05:04:02 PM     all      0.92      0.00      0.92      0.00      0.51     97.66
05:04:07 PM     all      0.71      0.00      0.92      0.00      0.61     97.76
05:04:12 PM     all      1.13      0.00      1.13      0.00      0.61     97.13
05:04:17 PM     all      0.72      0.00      0.72      0.00      0.51     98.06
05:04:22 PM     all      0.81      0.00      1.02      0.00      0.81     97.36
05:04:27 PM     all      0.71      0.00      0.92      0.00      0.71     97.65
05:04:32 PM     all      0.92      0.00      0.92      0.00      0.61     97.55
05:04:37 PM     all      0.71      0.00      0.82      0.00      0.51     97.96
05:04:42 PM     all      0.92      0.00      0.82      0.00      0.61     97.65
05:04:47 PM     all      0.72      0.00      0.61      0.00      0.72     97.96
05:04:52 PM     all      0.92      0.00      1.02      0.00      0.61     97.45
05:04:57 PM     all      0.82      0.00      0.82      0.00      0.51     97.86
05:05:02 PM     all      0.72      0.00      0.72      0.00      0.62     97.95
05:05:07 PM     all      1.22      0.00      0.92      0.00      0.51     97.35
05:05:12 PM     all      0.72      0.00      0.72      0.00      0.82     97.75
05:05:17 PM     all      0.92      0.00      0.81      0.00      0.71     97.56
05:05:22 PM     all      0.92      0.00      0.82      0.00      0.71     97.55
05:05:27 PM     all      0.82      0.00      0.61      0.00      0.61     97.96
05:05:32 PM     all      0.92      0.00      1.12      0.00      0.72     97.24
05:05:37 PM     all      0.61      0.00      0.92      0.00      0.51     97.96
05:05:42 PM     all      0.72      0.00      0.82      0.00      0.61     97.85
05:05:47 PM     all      0.71      0.00      0.92      0.00      0.41     97.96
05:05:52 PM     all      0.72      0.00      0.82      0.00      0.61     97.85
05:05:57 PM     all      0.92      0.00      0.81      0.00      0.71     97.56
05:06:02 PM     all      0.92      0.00      0.82      0.00      0.72     97.54
05:06:07 PM     all      0.61      0.00      0.82      0.00      0.51     98.06
05:06:12 PM     all      0.82      0.00      0.92      0.00      0.51     97.75
05:06:17 PM     all      0.61      0.00      0.82      0.00      0.51     98.06
05:06:22 PM     all      0.92      0.00      1.12      0.00      0.61     97.35
05:06:27 PM     all      0.82      0.00      0.71      0.00      0.61     97.86
05:06:32 PM     all      0.71      0.00      1.12      0.00      0.71     97.45
05:06:37 PM     all      0.92      0.00      0.71      0.00      0.71     97.66
05:06:42 PM     all      0.72      0.00      0.92      0.00      0.51     97.85
05:06:47 PM     all      0.81      0.00      0.92      0.00      0.51     97.76
05:06:52 PM     all      0.72      0.00      0.82      0.00      0.51     97.96
05:06:57 PM     all      0.92      0.00      0.71      0.00      0.71     97.66
05:07:02 PM     all      0.82      0.00      1.02      0.00      0.61     97.55
05:07:07 PM     all      0.72      0.00      0.72      0.00      0.51     98.06
05:07:12 PM     all      0.61      0.00      1.02      0.00      0.61     97.75
05:07:17 PM     all      0.61      0.00      0.72      0.00      0.51     98.16
05:07:22 PM     all      0.92      0.00      0.71      0.00      0.71     97.65
05:07:27 PM     all      0.72      0.00      0.82      0.00      0.72     97.75
05:07:32 PM     all      0.72      0.00      0.92      0.00      0.61     97.75
05:07:37 PM     all      0.61      0.00      0.92      0.00      0.51     97.96
05:07:42 PM     all      1.12      0.00      2.15      0.00      0.72     96.01
05:07:47 PM     all      0.82      0.00      0.72      0.00      0.51     97.96
05:07:52 PM     all      0.72      0.00      0.72      0.00      0.61     97.95
05:07:57 PM     all      0.61      0.00      0.82      0.00      0.61     97.96
05:08:02 PM     all      0.82      0.00      1.02      0.00      0.61     97.55
05:08:07 PM     all      0.61      0.00      0.61      0.00      0.51     98.26
05:08:12 PM     all      0.92      0.00      0.82      0.00      0.82     97.45
05:08:17 PM     all      0.71      0.00      0.82      0.00      0.61     97.86
05:08:22 PM     all      0.82      0.00      0.61      0.00      0.61     97.95
05:08:27 PM     all      0.72      0.00      0.82      0.00      0.51     97.96
05:08:32 PM     all      1.33      0.00      1.94      0.00      0.61     96.12
05:08:37 PM     all      0.61      0.00      0.72      0.00      0.51     98.16
05:08:42 PM     all      0.92      0.00      0.82      0.00      0.61     97.64
05:08:47 PM     all      0.81      0.00      0.92      0.00      0.51     97.76
05:08:52 PM     all      0.82      0.00      0.72      0.00      0.61     97.85
05:08:57 PM     all      0.61      0.00      0.72      0.00      0.61     98.06
05:09:02 PM     all      0.82      0.00      1.02      0.00      0.61     97.55
05:09:07 PM     all      0.82      0.00      0.72      0.00      0.61     97.85
05:09:12 PM     all      0.81      0.00      1.12      0.00      0.61     97.45
05:09:17 PM     all      0.72      0.00      0.51      0.00      0.51     98.26
05:09:22 PM     all      0.71      0.00      0.92      0.00      1.02     97.35
05:09:27 PM     all      0.82      0.00      0.61      0.00      0.61     97.96
05:09:32 PM     all      0.82      0.00      0.82      0.00      0.62     97.74
05:09:37 PM     all      0.61      0.00      0.72      0.00      0.61     98.06
05:09:42 PM     all      0.72      0.00      0.72      0.00      0.61     97.95
05:09:47 PM     all      0.81      0.00      0.81      0.00      0.51     97.86
05:09:52 PM     all      0.61      0.00      0.72      0.00      0.61     98.06
05:09:57 PM     all      0.71      0.00      0.92      0.00      0.71     97.66
05:10:02 PM     all      1.03      0.00      1.23      0.00      0.62     97.13
05:10:07 PM     all      0.82      0.00      0.82      0.00      0.51     97.86
05:10:12 PM     all      0.92      0.00      0.72      0.00      0.92     97.44
05:10:17 PM     all      0.71      0.00      0.82      0.00      0.51     97.96
05:10:22 PM     all      0.61      0.00      0.82      0.00      0.82     97.75
05:10:27 PM     all      0.92      0.00      0.92      0.00      0.71     97.45
05:10:32 PM     all      0.71      0.00      0.82      0.00      0.92     97.55
05:10:37 PM     all      0.61      0.00      0.82      0.00      0.41     98.16
05:10:42 PM     all      0.82      0.00      0.92      0.00      0.71     97.55
05:10:47 PM     all      0.71      0.00      0.82      0.00      0.51     97.96
05:10:52 PM     all      0.72      0.00      0.82      0.00      0.82     97.65
05:10:57 PM     all      0.71      0.00      0.82      0.00      0.51     97.96
05:11:02 PM     all      0.72      0.00      0.82      0.00      0.61     97.85
05:11:07 PM     all      0.82      0.00      0.71      0.00      0.61     97.86
05:11:12 PM     all      0.82      0.00      0.92      0.00      0.51     97.75
05:11:17 PM     all      0.72      0.00      0.61      0.00      0.51     98.16
05:11:22 PM     all      0.82      0.00      1.02      0.00      0.61     97.55
05:11:27 PM     all      0.61      0.00      0.92      0.00      0.61     97.86
05:11:32 PM     all      0.61      0.00      0.92      0.00      0.72     97.75
05:11:37 PM     all      0.81      0.00      0.71      0.00      0.61     97.86
05:11:42 PM     all      0.82      0.00      0.92      0.00      0.61     97.65
05:11:47 PM     all      0.61      0.00      0.72      0.00      0.61     98.06
05:11:52 PM     all      0.72      0.00      0.82      0.00      0.51     97.96
05:11:57 PM     all      0.51      0.00      0.82      0.00      0.51     98.16
05:12:02 PM     all      0.71      0.00      1.02      0.00      0.71     97.55
05:12:07 PM     all      0.72      0.00      0.82      0.00      0.61     97.85
05:12:12 PM     all      0.72      0.00      0.82      0.00      0.62     97.85
05:12:17 PM     all      0.71      0.00      0.92      0.00      0.51     97.86
05:12:22 PM     all      0.62      0.00      0.82      0.00      0.51     98.05
05:12:27 PM     all      0.82      0.00      0.82      0.00      0.72     97.65
05:12:32 PM     all      0.82      0.00      1.13      0.00      0.72     97.33
05:12:37 PM     all      0.72      0.00      0.82      0.00      0.61     97.85
05:12:42 PM     all      1.02      0.00      0.82      0.00      0.82     97.34
05:12:47 PM     all      0.62      0.00      0.72      0.00      0.51     98.15
05:12:52 PM     all      0.61      0.00      0.92      0.00      0.61     97.85
05:12:57 PM     all      0.72      0.00      0.72      0.00      0.51     98.06
05:13:02 PM     all      0.61      0.00      0.92      0.00      0.61     97.85
05:13:07 PM     all      0.61      0.00      0.92      0.00      0.51     97.96
05:13:12 PM     all      0.72      0.00      0.82      0.00      0.82     97.65
05:13:17 PM     all      0.51      0.00      0.82      0.00      0.61     98.06
05:13:22 PM     all      0.71      0.00      0.92      0.00      0.51     97.86
05:13:27 PM     all      0.61      0.00      0.92      0.00      0.61     97.85
05:13:32 PM     all      0.61      0.00      0.82      0.00      0.61     97.95
