Linux 3.10.0-1062.12.1.el7.x86_64 (ip-10-0-1-108.ap-south-1.compute.internal) 	10/18/2021 	_x86_64_	(2 CPU)

05:50:19 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:50:24 PM     all     47.10      0.00     33.67      2.95      0.20     16.07
05:50:29 PM     all     34.45      0.00     35.58      3.06      0.10     26.81
05:50:34 PM     all     49.19      0.00      1.52      0.00      0.00     49.29
05:50:39 PM     all     16.38      0.00     12.46      0.30      0.10     70.75
05:50:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:50:49 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:50:54 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:50:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:09 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:51:14 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:19 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:51:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:29 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:51:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:39 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:51:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:49 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:51:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:52:04 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:52:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:52:14 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:52:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:52:24 PM     all      0.00      0.00      0.00      0.00      0.10     99.90
05:52:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:52:34 PM     all      7.31      0.00      5.05      5.97      2.88     78.78
05:52:39 PM     all      0.20      0.00      0.10      0.10      0.40     99.20
05:52:44 PM     all      0.00      0.00      0.10      0.00      0.10     99.80
05:52:49 PM     all      0.00      0.00      0.00      0.00      0.20     99.80
05:52:54 PM     all      2.24      0.00      1.83      1.12      2.03     92.78
05:52:59 PM     all     25.99      0.00     12.33      3.57      0.71     57.39
05:53:04 PM     all      0.10      0.00      0.10      0.30      1.10     98.40
05:53:09 PM     all      0.10      0.00      0.00      0.20      0.80     98.90
05:53:14 PM     all      0.00      0.00      0.10      0.10      0.80     99.00
05:53:19 PM     all      0.10      0.00      0.00      0.00      1.19     98.71
05:53:24 PM     all      0.00      0.00      0.00      0.00      0.80     99.20
05:53:29 PM     all      0.00      0.00      0.10      0.40      1.39     98.11
05:53:34 PM     all      0.10      0.00      0.10      0.00      1.19     98.61
05:53:39 PM     all      0.00      0.00      0.00      0.00      0.90     99.10
05:53:44 PM     all      0.00      0.00      0.10      0.00      0.90     99.00
05:53:49 PM     all      0.00      0.00      0.00      0.00      0.70     99.30
05:53:54 PM     all      0.00      0.00      0.00      0.00      0.90     99.10
05:53:59 PM     all      0.00      0.00      0.00      0.00      0.80     99.20
05:54:04 PM     all      0.10      0.00      0.10      0.00      0.90     98.90
05:54:09 PM     all      0.00      0.00      0.10      0.00      0.90     99.00
05:54:14 PM     all      0.10      0.00      0.00      0.00      0.80     99.10
05:54:19 PM     all      0.00      0.00      0.00      0.00      0.80     99.20
05:54:24 PM     all      0.00      0.00      0.00      0.00      0.70     99.30
05:54:29 PM     all      0.00      0.00      0.10      0.00      0.90     99.00
05:54:34 PM     all      0.00      0.00      0.00      0.00      0.70     99.30
05:54:39 PM     all      0.10      0.00      0.00      0.10      0.80     99.00
05:54:44 PM     all      0.10      0.00      0.10      0.10      0.80     98.90
05:54:49 PM     all      0.00      0.00      0.00      0.10      0.90     99.00
05:54:54 PM     all      0.00      0.00      0.00      0.10      0.80     99.10
05:54:59 PM     all      0.00      0.00      0.10      0.10      0.80     99.00
05:55:04 PM     all      0.10      0.00      0.00      0.10      0.80     99.00
05:55:09 PM     all      0.00      0.00      0.00      0.10      0.80     99.10
05:55:14 PM     all      0.00      0.00      0.10      0.20      0.80     98.90
05:55:19 PM     all      0.10      0.00      0.00      0.00      0.70     99.20
05:55:24 PM     all      0.00      0.00      0.00      0.00      0.80     99.20
05:55:29 PM     all      0.00      0.00      0.10      0.00      0.80     99.10
